,Carbon source,Metabolite,Slope,Intercept,r,p-value,Std. Err,N,T3_pval,Fitted on,Comment,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Rate [1/gDW/h],Std. Err [1/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Model ID,MV min,MV max,Species,Dataset
292,L-malate,Proline,0.0078950817791185,0.0042716763344264,0.5853147846545678,0.0977650880437497,0.0041336637801835,9,0.995309830159414,Concentration [uM],Some abs. conc. values calculated from standard curve,7.895081779118543e-06,4.133663780183554e-06,,,0.026966921766435892,5.0,115.13046,0.12158730231248958,pro__L,0.026966921766435892,0.04642295271654051,E. coli,SINTEF-23
293,L-alanine,Proline,0.2292960214957261,0.116704740807535,0.7647360885188441,0.003764379411962,0.0610945505411986,12,0.3511002741034912,Concentration [uM],Some abs. conc. values calculated from standard curve,0.0002292960214957,6.109455054119868e-05,,,0.05319458545438027,5.0,115.13046,0.06636358019285005,pro__L,0.05319458545438027,0.05327543661945988,E. coli,SINTEF-23
294,Galactose,Propionate,,,,,,2,,,Not sufficient data,,,,,0.04579010257264593,3.0,73.0706,0.0,ppa,0.029528764495800885,0.054780293475892305,E. coli,SINTEF-23
295,L-malate,Propionate,81.97096548732786,-11.978443046514627,0.923912383356883,0.0010393532045724,13.858086647343514,8,0.9536599460518064,Concentration [uM],,0.0819709654873278,0.0138580866473435,,,0.009030362858508667,3.0,73.0706,0.0,ppa,0.009030362858508667,0.02278923069127803,E. coli,SINTEF-23
296,L-alanine,Propionate,114.25968052063772,-4.86162424092592,0.945740433141048,0.0001161632144626,14.837223605056558,9,0.8630474577498691,Concentration [uM],,0.1142596805206377,0.0148372236050565,,,0.03769292991102624,3.0,73.0706,0.0,ppa,0.03769292991083195,0.03769292991102624,E. coli,SINTEF-23
297,Galactose,Putrescine,0.5269301345294032,-1.4062938963078118,0.6700455654592539,0.0482997223895682,0.2206433404421469,9,0.8810531742619226,Z-score,,,,0.5269301345294032,0.2206433404421469,0.09759338639137027,4.0,90.16736,0.0,ptrc,0.09758743041141105,0.09901502202320223,E. coli,SINTEF-23
298,L-malate,Putrescine,-0.0479496659935654,0.0696219536433848,-0.0536748233182985,0.8909167265974416,0.3371626367693828,9,0.3193686358583943,Z-score,,,,-0.0479496659935654,0.3371626367693828,0.09633141091447417,4.0,90.16736,0.0,ptrc,0.09156135434683632,0.09633141091447417,E. coli,SINTEF-23
299,L-alanine,Putrescine,1.222523595766556,-0.4421720889162199,0.6742410189606098,0.046397736890228,0.5061162106587695,9,0.2238303533009785,Z-score,,,,1.222523595766556,0.5061162106587695,0.07772115263892099,4.0,90.16736,0.0,ptrc,0.07772115263892099,0.07772115263893209,E. coli,SINTEF-23
300,Galactose,Pyruvate,,,,,,0,,,Not sufficient data,,,,,0.03156063731454273,3.0,87.05412,5.109757585579001,pyr,0.01741287740112396,0.03925471056932528,E. coli,SINTEF-23
301,L-malate,Pyruvate,57.95578745651077,83.33334664748946,0.5601499386660183,0.1167431139379068,32.39507545892953,9,0.2852105351169983,Concentration [uM],,0.0579557874565107,0.0323950754589295,,,0.005980736015898103,3.0,87.05412,11.551737719778922,pyr,0.005980736015898103,0.016730262817610253,E. coli,SINTEF-23
302,L-alanine,Pyruvate,,,,,,0,,,Not sufficient data,,,,,0.022429576140170493,3.0,87.05412,7.056295278051543,pyr,0.022429576140026164,0.022429576140170493,E. coli,SINTEF-23
303,Galactose,Quinate,0.2871547303367505,-1.2423851502342955,0.9120585147267536,0.0006088173812355,0.0487968446667907,9,0.9612433694648396,Z-score,,,,0.2871547303367505,0.0487968446667907,0.09861958194982146,7.0,192.16658,0.0,quin,0.05980501950993422,0.11994802106241598,E. coli,SINTEF-23
304,L-malate,Quinate,1.939779492150768,-1.3428881305938174,0.9586621524533884,4.541192641738632e-05,0.2176163175174396,9,0.87908619403122,Z-score,,,,1.939779492150768,0.2176163175174396,0.05371192553634829,7.0,192.16658,0.0,quin,0.05371192553634829,0.07500573033890623,E. coli,SINTEF-23
305,L-alanine,Quinate,0.8129785992369817,-1.4823652200894055,0.9727570450841564,4.952066767632096e-05,0.0790975461877781,8,0.991956587966196,Z-score,,,,0.8129785992369817,0.0790975461877781,0.09749891092413199,7.0,192.16658,0.0,quin,0.0974181790698414,0.09749891092413199,E. coli,SINTEF-23
306,Galactose,S-adenosylhomocysteine,0.0596252026046983,-0.8676791013199917,0.3823456367337756,0.3098491467632834,0.0544635303653322,9,0.1061848453368634,Z-score,,,,0.0596252026046983,0.0544635303653322,0.3629330119684582,14.0,384.4108,0.00018164876103244918,ahcys,0.30993409245049786,0.44719063070498555,E. coli,SINTEF-23
307,L-malate,S-adenosylhomocysteine,1.8049298870573465,-0.9957960939235012,0.978835402831548,3.2278927990137014e-08,0.1193329857245845,12,0.9827632381305588,Z-score,,,,1.8049298870573465,0.1193329857245845,0.5201835710460512,14.0,384.4108,0.0002464142925335113,ahcys,0.439853561668635,0.520183571046362,E. coli,SINTEF-23
308,L-alanine,S-adenosylhomocysteine,1.547096748500451,-0.7895368513334757,0.9536702323737996,6.73475032886473e-05,0.1844700719314791,9,0.9394094163778328,Z-score,,,,1.547096748500451,0.1844700719314791,0.42311970345773053,14.0,384.4108,0.00013389498887612187,ahcys,0.4231197034577139,0.42311970345773053,E. coli,SINTEF-23
309,Galactose,S-adenosylmethionine,0.480210914505135,-1.3361602573613964,0.994445382784958,4.137107840002847e-09,0.0179698412044146,10,0.9994687672288384,Z-score,,,,0.480210914505135,0.0179698412044146,0.3857079202762237,15.0,399.44532000000004,0.00036410845403379323,amet,0.3358533055855428,0.4672439299947373,E. coli,SINTEF-23
310,L-malate,S-adenosylmethionine,1.1552311400073507,-1.439439287860281,0.9880332187838748,8.843765439890613e-08,0.0637606654882705,10,0.9967912487466524,Z-score,,,,1.1552311400073507,0.0637606654882705,0.5399279451103745,15.0,399.44532000000004,0.0004939286488729758,amet,0.46073659218253127,0.5399279451106853,E. coli,SINTEF-23
311,L-alanine,S-adenosylmethionine,1.3355488842372991,-1.2535119140628428,0.9789194357859397,8.423219516731491e-07,0.0985196853912854,10,0.9700489899662124,Z-score,,,,1.3355488842372991,0.0985196853912854,0.4455585843850418,15.0,399.44532000000004,0.00026778997775224375,amet,0.4455585843848697,0.4455585843850418,E. coli,SINTEF-23
312,Galactose,Salicylate,0.2889594964004733,-0.9699336200336108,0.9483792474172434,2.6462828848682885e-06,0.0305565165567425,12,0.9853088506981142,Z-score,,,,0.2889594964004733,0.0305565165567425,,,,,,,,E. coli,SINTEF-23
313,L-malate,Salicylate,1.2951024977549668,-1.0831361086954936,0.9756394705262964,6.485884061740749e-08,0.0920898971471239,12,0.9837185982788984,Z-score,,,,1.2951024977549668,0.0920898971471239,,,,,,,,E. coli,SINTEF-23
314,L-alanine,Salicylate,0.907099989757676,-1.122019562324572,0.9879757304486952,1.940084455745117e-09,0.0448893975111652,12,0.9998937287912626,Z-score,,,,0.907099989757676,0.0448893975111652,,,,,,,,E. coli,SINTEF-23
315,Galactose,Sebacoyl-l-carnitine (c10-dc),0.0017689465610756,0.0743828936973544,0.1280823421580078,0.6915909270718109,0.0043314528353783,12,0.6738916646853452,Concentration [uM],,1.7689465610756607e-06,4.3314528353783875e-06,,,,,,,,,,E. coli,SINTEF-23
316,L-malate,Sebacoyl-l-carnitine (c10-dc),-0.000852483827331,0.0916950183800004,-0.0346502549237278,0.9148642490136912,0.0077753302118189,12,0.460669259609089,Concentration [uM],,-8.52483827331007e-07,7.775330211818929e-06,,,,,,,,,,E. coli,SINTEF-23
317,L-alanine,Sebacoyl-l-carnitine (c10-dc),-0.0066024030417455,0.0915413331169548,-0.2457157172024838,0.4414176122763358,0.0082365643598112,12,0.0057357481257096,Concentration [uM],,-6.602403041745538e-06,8.236564359811227e-06,,,,,,,,,,E. coli,SINTEF-23
318,Galactose,Serine,-0.0112570187981221,-0.8957831403488803,-0.0928044242082414,0.774216546455781,0.038192351162594,12,0.9009560551478688,Z-score,Rate scaled for slope estimated on Z-scores,,,-0.0112570187981221,0.038192351162594,0.049654665444814894,3.0,105.09258,0.5380501176352532,ser__L,0.04449969645622387,0.05917730723605796,E. coli,SINTEF-23
319,L-malate,Serine,0.825730880508937,-0.6263465153454155,0.8000050674473576,0.0054554828337944,0.2189511118148263,10,0.8457209305462603,Z-score,Rate scaled for slope estimated on Z-scores,0.0016683711545459,0.0004423859247972,0.825730880508937,0.2189511118148263,0.051520950686834155,3.0,105.09258,0.3314998276687657,ser__L,0.049174290719466995,0.05152095068714502,E. coli,SINTEF-23
320,L-alanine,Serine,0.4324756204459137,0.3978324159967872,0.7026515238889056,0.0347753351899332,0.1655268163612586,9,0.3747945154929568,Concentration [uM],,0.0004324756204459,0.0001655268163612,,,0.050295163889418903,3.0,105.09258,0.18093476021473565,ser__L,0.050295163889374495,0.050295163889418903,E. coli,SINTEF-23
321,Galactose,Stearoylcarnitine (c18),0.1879609343899909,-0.7770749337984796,0.6915445917776831,0.0127316511875617,0.0620848056782484,12,0.9009106791108852,Z-score,,,,0.1879609343899909,0.0620848056782484,,,,,,,,E. coli,SINTEF-23
322,L-malate,Stearoylcarnitine (c18),0.3050725204988132,-0.5291623772629246,0.5238954855068205,0.0804142510870056,0.1568509578328714,12,0.9037647544774148,Z-score,,,,0.3050725204988132,0.1568509578328714,,,,,,,,E. coli,SINTEF-23
323,L-alanine,Stearoylcarnitine (c18),0.4163231334436509,-0.4923882786716905,0.5909245035962514,0.0430389867905794,0.179731857649344,12,0.3557395187982665,Z-score,,,,0.4163231334436509,0.179731857649344,,,,,,,,E. coli,SINTEF-23
324,Galactose,Succinate,18.379165878173424,-16.10862026802863,0.3597817406204907,0.4836129851647534,23.831715950684995,6,0.7864207682804794,Concentration [uM],,0.0183791658781734,0.0238317159506849,,,0.04652248202446363,4.0,116.07216,2.073564635875696,succ,0.02969217882442532,0.05581409361314904,E. coli,SINTEF-23
325,L-malate,Succinate,-185.3129193524463,841.2103876314396,-0.3886304127472872,0.2118497199214871,138.93579987475343,12,0.6088970346755871,Concentration [uM],,-0.1853129193524463,0.1389357998747534,,,0.008195250393883136,4.0,116.07216,7.842832995710768,succ,0.008195250393883136,0.022791315210490826,E. coli,SINTEF-23
326,L-alanine,Succinate,5.564769299213625,-0.3939409992339842,0.3729351847275524,0.4665312572329451,6.9225331435558415,6,0.841595419669539,Concentration [uM],,0.0055647692992136,0.0069225331435558,,,0.0378442709907334,4.0,116.07216,3.1488718418173596,succ,0.037844270990672335,0.0378442709907334,E. coli,SINTEF-23
327,Galactose,Thiamine monophosphate,0.2830431900047595,-0.4054433891889377,0.7478792542878757,0.0532289319497645,0.1123559890532357,7,0.4985278070428045,Z-score,,,,0.2830431900047595,0.1123559890532357,0.6958323649468856,12.0,343.318601,9.041891453177716e-05,thmmp,0.5556866943813188,0.9687652539231206,E. coli,SINTEF-23
328,L-malate,Thiamine monophosphate,,,,,,1,,,Not sufficient data,,,,,1.3385281867622778,12.0,343.318601,0.00012265711436377905,thmmp,1.0352567239050314,1.3385281867625887,E. coli,SINTEF-23
329,L-alanine,Thiamine monophosphate,,,,,,1,,,Not sufficient data,,,,,1.0728545916739385,12.0,343.318601,6.694749443806094e-05,thmmp,1.0728545916738719,1.0728545916739385,E. coli,SINTEF-23
330,Galactose,Threonine,0.0016139659978797,-1.024805396674504,0.0645056580378273,0.8690449611940473,0.0094371774374489,9,0.1611394007947929,Z-score,,,,0.0016139659978797,0.0094371774374489,0.06892935628017849,4.0,119.11916,0.3571311953720392,thr__L,0.05600407758622472,0.07653454277174454,E. coli,SINTEF-23
331,L-malate,Threonine,-0.4317818574449834,1.350932211235241,-0.7421334448862085,0.0057129691774113,0.1233163338248826,12,0.0888664290004868,Z-score,,,,-0.4317818574449834,0.1233163338248826,0.036044067084328724,4.0,119.11916,1.2143516348812566,thr__L,0.036044067084328724,0.04581162309730269,E. coli,SINTEF-23
332,L-alanine,Threonine,-0.4420559507060081,1.0482963667933232,-0.9372359338562402,6.899618059501057e-06,0.0520085928686094,12,0.0559119927241771,Z-score,,,,-0.4420559507060081,0.0520085928686094,0.04995298018724559,4.0,119.11916,0.6628036115492084,thr__L,0.04995298018709571,0.04995298018724559,E. coli,SINTEF-23
333,Galactose,Thymine,0.2966852245426658,-1.0024701287868945,0.9503203698518484,8.570302856382543e-05,0.0367298381980042,9,0.9734505893818212,Z-score,,,,0.2966852245426658,0.0367298381980042,0.08738944217837052,5.0,126.11334000000001,0.0,thym,0.08738348619837799,0.08915360084580937,E. coli,SINTEF-23
334,L-malate,Thymine,0.2785098263938866,-1.0151468989007082,0.9504664574537331,8.483647001666452e-05,0.0344249759211904,9,0.9998867864610244,Z-score,,,,0.2785098263938866,0.0344249759211904,0.09028118446109401,5.0,126.11334000000001,0.0,thym,0.08417675912533173,0.0902811844625262,E. coli,SINTEF-23
335,L-alanine,Thymine,0.8747754733795209,-1.0098484205670373,0.9853693106018776,1.2296174859169778e-06,0.0571875634674334,9,0.999435369575997,Z-score,,,,0.8747754733795209,0.0571875634674334,0.0861902775753598,5.0,126.11334000000001,0.0,thym,0.08619027757524877,0.0861902775753598,E. coli,SINTEF-23
336,Galactose,Trans-aconitate,0.005562698919226,-0.0009482404486515,0.950678233760066,0.000288968562804,0.0007409493269105,8,0.9818530321963392,Concentration [uM],,5.562698919226019e-06,7.409493269105592e-07,,,0.06396029028368222,6.0,171.08442,0.0,acon_T,0.04124885471936679,0.07650607917594199,E. coli,SINTEF-23
337,L-malate,Trans-aconitate,0.0123226670562767,-0.0011410723443773,0.9265353424799035,0.0026998531069233,0.0022376153971769,7,0.9547430666715118,Concentration [uM],,1.2322667056276784e-05,2.2376153971769514e-06,,,0.014039620209937986,6.0,171.08442,0.0,acon_T,0.014039620209937986,0.03318900361314325,E. coli,SINTEF-23
338,L-alanine,Trans-aconitate,0.0213478259327372,-0.0053261232271115,0.8577088073875532,0.0064555981269901,0.0052241542055741,8,0.99634318796,Concentration [uM],,2.1347825932737253e-05,5.224154205574185e-06,,,0.05187276822972153,6.0,171.08442,0.0,acon_T,0.05187276822964382,0.05187276822972153,E. coli,SINTEF-23
339,Galactose,Trigonelline,-0.2455849931475687,0.1445831214801467,-0.5743644178275146,0.050798715651821,0.1106842671785744,12,0.3901409220916103,Z-score,,,,-0.2455849931475687,0.1106842671785744,,,,,,,,E. coli,SINTEF-23
340,L-malate,Trigonelline,-0.067976508306242,-0.2527338103587222,-0.0796719879095131,0.8055821856864007,0.268949311366973,12,0.649866299314072,Z-score,,,,-0.067976508306242,0.268949311366973,,,,,,,,E. coli,SINTEF-23
341,L-alanine,Trigonelline,0.531117599206412,-0.5161741481942489,0.4293030650221405,0.1637089937461737,0.3533390490924357,12,0.7860808816815101,Z-score,,,,0.531117599206412,0.3533390490924357,,,,,,,,E. coli,SINTEF-23
342,Galactose,Trimethylamine,-0.3324936873403762,0.2318878159696994,-0.7579899267907786,0.0042827231924742,0.0904783939056718,12,0.1030525251491229,Z-score,,,,-0.3324936873403762,0.0904783939056718,,,,,,,,E. coli,SINTEF-23
343,L-malate,Trimethylamine,-1.12356717131565,0.5714813543015907,-0.9416437317632927,4.8302857763573465e-06,0.1270108873145391,12,0.1290253962812277,Z-score,,,,-1.12356717131565,0.1270108873145391,,,,,,,,E. coli,SINTEF-23
344,L-alanine,Trimethylamine,0.6785641234522942,-0.0292868647124645,0.782987812273449,0.0025988216654446,0.1704716410941152,12,0.3732715407055732,Z-score,,,,0.6785641234522942,0.1704716410941152,,,,,,,,E. coli,SINTEF-23
345,Galactose,Tyramine,0.2118654847804267,-1.3067356504917391,0.9056319797294162,0.0049911379902789,0.0443665232911223,7,0.9525056218372888,Z-score,,,,0.2118654847804267,0.0443665232911223,,,,,,,,E. coli,SINTEF-23
346,L-malate,Tyramine,0.3528351098677776,-0.7464541362784209,0.7294338826253263,0.0070965989966245,0.1046344144043718,12,0.9844919165299804,Z-score,,,,0.3528351098677776,0.1046344144043718,,,,,,,,E. coli,SINTEF-23
347,L-alanine,Tyramine,1.3223797693795405,-0.8526426495543362,0.8074997406667614,0.0084887080383161,0.3651065012409041,9,0.7836740573209003,Z-score,,,,1.3223797693795405,0.3651065012409041,,,,,,,,E. coli,SINTEF-23
348,Galactose,Tyrosine,,,,,,1,,,Not sufficient data,,,,,0.1447544685702129,9.0,181.18854,0.05600255630589475,tyr__L,0.10029049429109427,0.16963332668313846,E. coli,SINTEF-23
349,L-malate,Tyrosine,,,,,,1,,,Not sufficient data,,,,,0.09115334656590868,9.0,181.18854,0.07596985640722331,tyr__L,0.09115334656590868,0.11543716165958173,E. coli,SINTEF-23
350,L-alanine,Tyrosine,0.0328066326392504,0.0135220931535124,0.6061603191267888,0.2785003472130356,0.0248523640551852,5,0.8033688900416134,Concentration [uM],,3.280663263925048e-05,2.485236405518526e-05,,,0.13282352830695787,9.0,181.18854,0.04146511652148223,tyr__L,0.13282352830695787,0.13282352830695787,E. coli,SINTEF-23
351,Galactose,Uracil,0.1174215219546773,-0.8480040319047244,0.7945979600611878,0.0184643923167097,0.0366277798579276,8,0.8477448286988202,Z-score,,,,0.1174215219546773,0.0366277798579276,0.05478522842219946,4.0,112.08676,0.0,ura,0.0522670320633134,0.05689102888319919,E. coli,SINTEF-23
352,L-malate,Uracil,0.3255951524577568,-0.9625631407931572,0.539350673568476,0.2694223156453512,0.2541737594361089,6,0.9924759173451942,Z-score,,,,0.3255951524577568,0.2541737594361089,0.04401822588646631,4.0,112.08676,0.0,ura,0.04401822588646631,0.04503603826635505,E. coli,SINTEF-23
353,L-alanine,Uracil,0.1661366811453875,-0.8794912044118315,0.8584143652757596,0.0134041651383459,0.0443981040302674,7,0.9636512756055176,Z-score,,,,0.1661366811453875,0.0443981040302674,0.042934426387830626,4.0,112.08676,0.0,ura,0.04293442638760303,0.042934426387830626,E. coli,SINTEF-23
354,Galactose,Ureidopropionate,-0.0241758245233829,-0.6260050794177991,-0.9545516938124649,0.0030513849618347,0.0037742814109152,6,0.1470630806811872,Z-score,,,,-0.0241758245233829,0.0037742814109152,,,,,,,,E. coli,SINTEF-23
355,L-malate,Ureidopropionate,-0.0399350678893911,-0.6489751174915108,-0.6722108220219435,0.2138581313641075,0.0253940002884184,5,0.0851990092731184,Z-score,,,,-0.0399350678893911,0.0253940002884184,,,,,,,,E. coli,SINTEF-23
356,L-alanine,Ureidopropionate,-0.1129192083959245,1.103450657253768,-0.0824290159298327,0.8330248829552324,0.5160101429519101,9,0.118291439305572,Z-score,,,,-0.1129192083959245,0.5160101429519101,,,,,,,,E. coli,SINTEF-23
357,Galactose,Uridine diphosphate hexose,-0.2700027007559814,0.9086924137256982,-0.564593193600312,0.0558116033895861,0.124819027700217,12,0.4414402039601859,Z-score,,,,-0.2700027007559814,0.124819027700217,,,,,,,,E. coli,SINTEF-23
358,L-malate,Uridine diphosphate hexose,0.2235863220753685,-1.3899967961346646,0.4380108228401909,0.1543955245110105,0.1451127069849743,12,0.4923803959002234,Z-score,,,,0.2235863220753685,0.1451127069849743,,,,,,,,E. coli,SINTEF-23
359,L-alanine,Uridine diphosphate hexose,-0.2205182919206171,0.6208315068072908,-0.3051519701478389,0.3348033768574836,0.217622551842596,12,0.8163089969233783,Z-score,,,,-0.2205182919206171,0.217622551842596,,,,,,,,E. coli,SINTEF-23
360,Galactose,Uridine monophosphate,0.3226442254605173,-0.808048873971611,0.8467722935997622,0.001995963258227,0.0716617796718091,10,0.947554758130886,Z-score,,,,0.3226442254605173,0.0716617796718091,0.12714882713793507,9.0,322.16540100000003,0.15328195529452243,ump,0.09616995389242211,0.1448727941425476,E. coli,SINTEF-23
361,L-malate,Uridine monophosphate,1.8932144837148177,-1.1674825496309964,0.8247355016926732,0.0009626216540369,0.4105178696330288,12,0.9348804478651284,Z-score,,,,1.8932144837148177,0.4105178696330288,0.0915027852997019,9.0,322.16540100000003,0.20793351056936618,ump,0.0915027852997019,0.10628230581051223,E. coli,SINTEF-23
362,L-alanine,Uridine monophosphate,0.8143089292751481,-1.1062343093939768,0.912101857717142,9.114842931658704e-05,0.1220028460745266,11,0.548338389246632,Z-score,,,,0.8143089292751481,0.1220028460745266,0.12053244594520951,9.0,322.16540100000003,0.11349221457340859,ump,0.1205324459451318,0.12053244594520951,E. coli,SINTEF-23
363,Galactose,Urocanate,0.5360553456817889,-1.1426726086349848,0.9235419919942658,1.8080213528553013e-05,0.0703907041482766,12,0.9905511299850944,Z-score,,,,0.5360553456817889,0.0703907041482766,,,,,,,,E. coli,SINTEF-23
364,L-malate,Urocanate,1.6676016132904414,-1.259512143905339,0.9592447964125012,8.268661656879073e-07,0.1553455221177684,12,0.8504405825940059,Z-score,,,,1.6676016132904414,0.1553455221177684,,,,,,,,E. coli,SINTEF-23
365,L-alanine,Urocanate,1.1880107778634654,-1.2765263554414852,0.9698505848126172,1.8650736635725766e-07,0.0943999225024053,12,0.996670584862128,Z-score,,,,1.1880107778634654,0.0943999225024053,,,,,,,,E. coli,SINTEF-23
366,Galactose,Valine,0.0022405885573628,0.043747238867981,0.2509199574759283,0.8385338089181359,0.008643821351116,3,,Concentration [uM],,2.2405885573628385e-06,8.643821351116012e-06,,,0.09037920866373228,5.0,117.14634,0.17157779691074387,val__L,0.08559541982964824,0.09416069510176373,E. coli,SINTEF-23
367,L-malate,Valine,,,,,,1,,,Not sufficient data,,,,,0.08740020927510139,5.0,117.14634,0.23275260012737878,val__L,0.08394975571190955,0.08740020927535674,E. coli,SINTEF-23
368,L-alanine,Valine,-0.4579203667387751,7.434368790816333,-0.3573033645143498,0.3451662811816094,0.4524236614816906,9,0.7311927726571354,Concentration [uM],,-0.0004579203667387,0.0004524236614816,,,0.07036205169560494,5.0,117.14634,6.992757002209172,val__L,0.07036205169552723,0.07036205169560494,E. coli,SINTEF-23
369,Galactose,Xanthine,0.1457928619837177,-0.9971166335968432,0.8483620662042667,0.0077556331446759,0.0371429888234567,8,0.9388946055488564,Z-score,,,,0.1457928619837177,0.0371429888234567,0.1003737548586292,5.0,152.11086,0.0,xan,0.07630762341067632,0.12241014157134966,E. coli,SINTEF-23
370,L-malate,Xanthine,0.2449048240360942,-0.2648672454747733,0.118329275377735,0.8233344993875298,1.027574211158368,6,0.9156492670746804,Z-score,,,,0.2449048240360942,1.027574211158368,0.12905389110682286,5.0,152.11086,0.13405157525037714,xan,0.11554236664453876,0.12905389110713372,E. coli,SINTEF-23
371,L-alanine,Xanthine,0.2568907305529527,-1.2038368531741634,0.7581080962736199,0.0806907872168584,0.110489435973633,6,0.9769520338595524,Z-score,,,,0.2568907305529527,0.110489435973633,0.09799265869836482,5.0,152.11086,0.0,xan,0.09799265869810947,0.09799265869836482,E. coli,SINTEF-23
372,Galactose,Xanthosine,0.3440036427215741,-1.3824487213259165,0.9654626811552576,5.970606841567156e-06,0.0328215636722676,10,0.98707441260413,Z-score,,,,0.3440036427215741,0.0328215636722676,0.17174042002298107,10.0,284.22548,0.0,xtsn,0.16320310227679324,0.17174042002298107,E. coli,SINTEF-23
373,L-malate,Xanthosine,2.0617044147548356,-1.4437289448803965,0.9637998825740944,7.191607399456734e-06,0.2016499612329589,10,0.963485071543078,Z-score,,,,2.0617044147548356,0.2016499612329589,0.17615114710868296,10.0,284.22548,0.0,xtsn,0.17602747529839036,0.17615114710899382,E. coli,SINTEF-23
374,L-alanine,Xanthosine,1.7176991907490322,-1.5296026712977884,0.998062949560778,1.0512648244698627e-09,0.0404683227776214,9,0.9989429597305256,Z-score,,,,1.7176991907490322,0.0404683227776214,0.17475479660051252,10.0,284.22548,0.0,xtsn,0.17475479660050142,0.17475479660051252,E. coli,SINTEF-23
375,Galactose,cAMP,0.5075856020134106,-1.3519995831542335,0.9799535044012546,3.6827892468557526e-06,0.0390033159982434,9,0.9920402000631716,Z-score,,,,0.5075856020134106,0.0390033159982434,0.19654926324731425,10.0,328.19800100000003,0.0,camp,0.18084846780441755,0.20504969995028266,E. coli,SINTEF-23
376,L-malate,cAMP,0.7807760802672025,-1.3808822426216525,0.9050531007920432,0.0007905579165129,0.1386747383180769,9,0.9854779511101802,Z-score,,,,0.7807760802672025,0.1386747383180769,0.23008464452225486,10.0,328.19800100000003,0.0,camp,0.21628670676798745,0.23008464452233257,E. coli,SINTEF-23
377,L-alanine,cAMP,1.4464970502895045,-1.5439862968896103,0.9963111627300094,1.000211202777134e-08,0.0470904024750145,9,0.9948886455822712,Z-score,,,,1.4464970502895045,0.0470904024750145,0.19863627546073404,10.0,328.19800100000003,0.0,camp,0.1986362754605675,0.19863627546073404,E. coli,SINTEF-23
