Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,OD
2.82,Propionic acid,D-Fructose,Pputida,1,16,0.0113
0.0452,Succinic acid,D-Fructose,Pputida,1,16,0.0113
0,Lactic acid,D-Fructose,Pputida,1,16,0.0113
0,Putrescine,D-Fructose,Pputida,1,16,0.0113
196,Acetic acid,D-Fructose,Pputida,1,16,0.0113
0,Pyruvic acid,D-Fructose,Pputida,1,16,0.0113
0,alpha-Ketoglutaric acid,D-Fructose,Pputida,1,16,0.0113
0,Acetyl-ornithine,D-Fructose,Pputida,1,16,0.0113
3.07,Glycine,D-Fructose,Pputida,1,16,0.0113
0.36,Citric acid,D-Fructose,Pputida,1,16,0.0113
0.34,Valeric acid,D-Fructose,Pputida,1,16,0.0113
0,Hippuric acid,D-Fructose,Pputida,1,16,0.0113
0,Pyruvic acid,D-Fructose,Pputida,2,16,0.0116
0,Alanine,D-Fructose,Pputida,2,16,0.0116
0.0262,Fumaric acid,D-Fructose,Pputida,2,16,0.0116
0,Valine,D-Fructose,Pputida,2,16,0.0116
3.81,Propionic acid,D-Fructose,Pputida,2,16,0.0116
0,beta-Hydroxybutyric acid,D-Fructose,Pputida,2,16,0.0116
0,Putrescine,D-Fructose,Pputida,2,16,0.0116
0,Acetyl-ornithine,D-Fructose,Pputida,2,16,0.0116
3.35,Glycine,D-Fructose,Pputida,2,16,0.0116
0,alpha-Ketoglutaric acid,D-Fructose,Pputida,2,16,0.0116
0.00814,Succinic acid,D-Fructose,Pputida,2,16,0.0116
0,Lactic acid,D-Fructose,Pputida,2,16,0.0116
0,Serine,D-Fructose,Pputida,2,16,0.0116
0,Asparagine,D-Fructose,Pputida,2,16,0.0116
0.482,Butyric acid,D-Fructose,Pputida,2,16,0.0116
0.0101,Methionine,D-Fructose,Pputida,2,16,0.0116
0,Hippuric acid,D-Fructose,Pputida,2,16,0.0116
0.226,Valeric acid,D-Fructose,Pputida,2,16,0.0116
0.342,Citric acid,D-Fructose,Pputida,2,16,0.0116
286,Acetic acid,D-Fructose,Pputida,2,16,0.0116
0.0231,Succinic acid,D-Fructose,Pputida,1,28,0.0469
0,Alanine,D-Fructose,Pputida,1,28,0.0469
0,Serine,D-Fructose,Pputida,1,28,0.0469
0,Acetyl-ornithine,D-Fructose,Pputida,1,28,0.0469
2.6,Glycine,D-Fructose,Pputida,1,28,0.0469
0,Lactic acid,D-Fructose,Pputida,1,28,0.0469
0.0374,Fumaric acid,D-Fructose,Pputida,1,28,0.0469
4.24,Propionic acid,D-Fructose,Pputida,1,28,0.0469
0.175,Methionine,D-Fructose,Pputida,1,28,0.0469
0,Hippuric acid,D-Fructose,Pputida,1,28,0.0469
0,Valine,D-Fructose,Pputida,1,28,0.0469
0,Pyruvic acid,D-Fructose,Pputida,1,28,0.0469
0,alpha-Ketoglutaric acid,D-Fructose,Pputida,1,28,0.0469
0,beta-Hydroxybutyric acid,D-Fructose,Pputida,1,28,0.0469
0.337,Valeric acid,D-Fructose,Pputida,1,28,0.0469
0,Asparagine,D-Fructose,Pputida,1,28,0.0469
0.354,Butyric acid,D-Fructose,Pputida,1,28,0.0469
0,Putrescine,D-Fructose,Pputida,1,28,0.0469
0.493,Citric acid,D-Fructose,Pputida,1,28,0.0469
625,Acetic acid,D-Fructose,Pputida,1,28,0.0469
0,Valine,D-Fructose,Pputida,2,28,0.0511
0,Alanine,D-Fructose,Pputida,2,28,0.0511
0.686,Butyric acid,D-Fructose,Pputida,2,28,0.0511
0,beta-Hydroxybutyric acid,D-Fructose,Pputida,2,28,0.0511
0.0365,Fumaric acid,D-Fructose,Pputida,2,28,0.0511
0,Serine,D-Fructose,Pputida,2,28,0.0511
303,Acetic acid,D-Fructose,Pputida,2,28,0.0511
0,Asparagine,D-Fructose,Pputida,2,28,0.0511
0.0112,Methionine,D-Fructose,Pputida,2,28,0.0511
2.67,Glycine,D-Fructose,Pputida,2,28,0.0511
5.25,Propionic acid,D-Fructose,Pputida,2,28,0.0511
0.0426,Succinic acid,D-Fructose,Pputida,2,28,0.0511
0,Lactic acid,D-Fructose,Pputida,2,28,0.0511
0,Putrescine,D-Fructose,Pputida,2,28,0.0511
0.436,Valeric acid,D-Fructose,Pputida,2,28,0.0511
0,Pyruvic acid,D-Fructose,Pputida,2,28,0.0511
0,alpha-Ketoglutaric acid,D-Fructose,Pputida,2,28,0.0511
0.666,Acetyl-ornithine,D-Fructose,Pputida,2,28,0.0511
0.538,Citric acid,D-Fructose,Pputida,2,28,0.0511
0,Hippuric acid,D-Fructose,Pputida,2,28,0.0511
0,Alanine,D-Fructose,Pputida,1,48,0.2368
0,beta-Hydroxybutyric acid,D-Fructose,Pputida,1,48,0.2368
0,Valine,D-Fructose,Pputida,1,48,0.2368
0,alpha-Ketoglutaric acid,D-Fructose,Pputida,1,48,0.2368
0,Asparagine,D-Fructose,Pputida,1,48,0.2368
0.0378,Fumaric acid,D-Fructose,Pputida,1,48,0.2368
3.21,Glycine,D-Fructose,Pputida,1,48,0.2368
0,Pyruvic acid,D-Fructose,Pputida,1,48,0.2368
5.78,Propionic acid,D-Fructose,Pputida,1,48,0.2368
0,Putrescine,D-Fructose,Pputida,1,48,0.2368
0,Serine,D-Fructose,Pputida,1,48,0.2368
0,Hippuric acid,D-Fructose,Pputida,1,48,0.2368
718,Acetic acid,D-Fructose,Pputida,1,48,0.2368
0.0138,Succinic acid,D-Fructose,Pputida,1,48,0.2368
0,Lactic acid,D-Fructose,Pputida,1,48,0.2368
1.83,Acetyl-ornithine,D-Fructose,Pputida,1,48,0.2368
0.11,Methionine,D-Fructose,Pputida,1,48,0.2368
0.582,Citric acid,D-Fructose,Pputida,1,48,0.2368
0.919,Butyric acid,D-Fructose,Pputida,1,48,0.2368
0.405,Valeric acid,D-Fructose,Pputida,1,48,0.2368
0,Serine,D-Fructose,Pputida,2,48,0.2571
0,Lactic acid,D-Fructose,Pputida,2,48,0.2571
0,beta-Hydroxybutyric acid,D-Fructose,Pputida,2,48,0.2571
0,Alanine,D-Fructose,Pputida,2,48,0.2571
0.0109,Succinic acid,D-Fructose,Pputida,2,48,0.2571
6.57,Propionic acid,D-Fructose,Pputida,2,48,0.2571
1.11,Acetyl-ornithine,D-Fructose,Pputida,2,48,0.2571
0,Pyruvic acid,D-Fructose,Pputida,2,48,0.2571
0,Valine,D-Fructose,Pputida,2,48,0.2571
0.0239,Fumaric acid,D-Fructose,Pputida,2,48,0.2571
0.573,Citric acid,D-Fructose,Pputida,2,48,0.2571
2.75,Glycine,D-Fructose,Pputida,2,48,0.2571
0.37,Valeric acid,D-Fructose,Pputida,2,48,0.2571
0,alpha-Ketoglutaric acid,D-Fructose,Pputida,2,48,0.2571
0,Asparagine,D-Fructose,Pputida,2,48,0.2571
0,Hippuric acid,D-Fructose,Pputida,2,48,0.2571
1.17,Butyric acid,D-Fructose,Pputida,2,48,0.2571
0.116,Methionine,D-Fructose,Pputida,2,48,0.2571
0,Putrescine,D-Fructose,Pputida,2,48,0.2571
358,Acetic acid,D-Fructose,Pputida,2,48,0.2571
0,Asparagine,D-Fructose,Pseudomonas,1,16,0.0138
0,Valine,D-Fructose,Pseudomonas,1,16,0.0138
0,Serine,D-Fructose,Pseudomonas,1,16,0.0138
0,Alanine,D-Fructose,Pseudomonas,1,16,0.0138
0.0149,Succinic acid,D-Fructose,Pseudomonas,1,16,0.0138
0,Lactic acid,D-Fructose,Pseudomonas,1,16,0.0138
0.21,Valeric acid,D-Fructose,Pseudomonas,1,16,0.0138
0,Pyruvic acid,D-Fructose,Pseudomonas,1,16,0.0138
0,alpha-Ketoglutaric acid,D-Fructose,Pseudomonas,1,16,0.0138
2.73,Glycine,D-Fructose,Pseudomonas,1,16,0.0138
0.279,Citric acid,D-Fructose,Pseudomonas,1,16,0.0138
0,Hippuric acid,D-Fructose,Pseudomonas,1,16,0.0138
0,beta-Hydroxybutyric acid,D-Fructose,Pseudomonas,1,16,0.0138
0.022,Fumaric acid,D-Fructose,Pseudomonas,1,16,0.0138
217,Acetic acid,D-Fructose,Pseudomonas,1,16,0.0138
2.7,Propionic acid,D-Fructose,Pseudomonas,1,16,0.0138
0.0183,Putrescine,D-Fructose,Pseudomonas,1,16,0.0138
0,Acetyl-ornithine,D-Fructose,Pseudomonas,1,16,0.0138
0.129,Methionine,D-Fructose,Pseudomonas,1,16,0.0138
0.121,Butyric acid,D-Fructose,Pseudomonas,1,16,0.0138
0,Serine,D-Fructose,Pseudomonas,2,16,0.0067
0,Alanine,D-Fructose,Pseudomonas,2,16,0.0067
0,Pyruvic acid,D-Fructose,Pseudomonas,2,16,0.0067
0,Valine,D-Fructose,Pseudomonas,2,16,0.0067
0,Lactic acid,D-Fructose,Pseudomonas,2,16,0.0067
0,beta-Hydroxybutyric acid,D-Fructose,Pseudomonas,2,16,0.0067
0.0228,Succinic acid,D-Fructose,Pseudomonas,2,16,0.0067
0.652,Butyric acid,D-Fructose,Pseudomonas,2,16,0.0067
0.0777,Methionine,D-Fructose,Pseudomonas,2,16,0.0067
3.34,Glycine,D-Fructose,Pseudomonas,2,16,0.0067
0.641,Asparagine,D-Fructose,Pseudomonas,2,16,0.0067
4.82,Propionic acid,D-Fructose,Pseudomonas,2,16,0.0067
0.279,Citric acid,D-Fructose,Pseudomonas,2,16,0.0067
0.0269,Fumaric acid,D-Fructose,Pseudomonas,2,16,0.0067
0,Hippuric acid,D-Fructose,Pseudomonas,2,16,0.0067
214,Acetic acid,D-Fructose,Pseudomonas,2,16,0.0067
0.192,Valeric acid,D-Fructose,Pseudomonas,2,16,0.0067
0.0258,Putrescine,D-Fructose,Pseudomonas,2,16,0.0067
0,Acetyl-ornithine,D-Fructose,Pseudomonas,2,16,0.0067
0,alpha-Ketoglutaric acid,D-Fructose,Pseudomonas,2,16,0.0067
0,Serine,D-Fructose,Pseudomonas,1,28,0.046
5.24,Propionic acid,D-Fructose,Pseudomonas,1,28,0.046
2.77,Glycine,D-Fructose,Pseudomonas,1,28,0.046
0.0248,Succinic acid,D-Fructose,Pseudomonas,1,28,0.046
0,Alanine,D-Fructose,Pseudomonas,1,28,0.046
0,alpha-Ketoglutaric acid,D-Fructose,Pseudomonas,1,28,0.046
0,beta-Hydroxybutyric acid,D-Fructose,Pseudomonas,1,28,0.046
0,Valine,D-Fructose,Pseudomonas,1,28,0.046
0,Pyruvic acid,D-Fructose,Pseudomonas,1,28,0.046
0.501,Butyric acid,D-Fructose,Pseudomonas,1,28,0.046
0.0176,Putrescine,D-Fructose,Pseudomonas,1,28,0.046
0,Acetyl-ornithine,D-Fructose,Pseudomonas,1,28,0.046
0.128,Asparagine,D-Fructose,Pseudomonas,1,28,0.046
355,Acetic acid,D-Fructose,Pseudomonas,1,28,0.046
0.0964,Methionine,D-Fructose,Pseudomonas,1,28,0.046
0.0372,Fumaric acid,D-Fructose,Pseudomonas,1,28,0.046
0,Hippuric acid,D-Fructose,Pseudomonas,1,28,0.046
0.27,Citric acid,D-Fructose,Pseudomonas,1,28,0.046
0,Lactic acid,D-Fructose,Pseudomonas,1,28,0.046
0.253,Valeric acid,D-Fructose,Pseudomonas,1,28,0.046
0,beta-Hydroxybutyric acid,D-Fructose,Pseudomonas,2,28,0.0173
0,Asparagine,D-Fructose,Pseudomonas,2,28,0.0173
1.25,Butyric acid,D-Fructose,Pseudomonas,2,28,0.0173
0,Serine,D-Fructose,Pseudomonas,2,28,0.0173
0,Alanine,D-Fructose,Pseudomonas,2,28,0.0173
0.0363,Succinic acid,D-Fructose,Pseudomonas,2,28,0.0173
0,Lactic acid,D-Fructose,Pseudomonas,2,28,0.0173
0,Valine,D-Fructose,Pseudomonas,2,28,0.0173
0,Pyruvic acid,D-Fructose,Pseudomonas,2,28,0.0173
0,alpha-Ketoglutaric acid,D-Fructose,Pseudomonas,2,28,0.0173
0.0258,Fumaric acid,D-Fructose,Pseudomonas,2,28,0.0173
186,Acetic acid,D-Fructose,Pseudomonas,2,28,0.0173
0.308,Citric acid,D-Fructose,Pseudomonas,2,28,0.0173
2.7,Glycine,D-Fructose,Pseudomonas,2,28,0.0173
0,Putrescine,D-Fructose,Pseudomonas,2,28,0.0173
0,Acetyl-ornithine,D-Fructose,Pseudomonas,2,28,0.0173
0.116,Methionine,D-Fructose,Pseudomonas,2,28,0.0173
6.55,Propionic acid,D-Fructose,Pseudomonas,2,28,0.0173
0.362,Valeric acid,D-Fructose,Pseudomonas,2,28,0.0173
0,Hippuric acid,D-Fructose,Pseudomonas,2,28,0.0173
0,beta-Hydroxybutyric acid,D-Fructose,Pseudomonas,1,48,0.1075
0,Pyruvic acid,D-Fructose,Pseudomonas,1,48,0.1075
0,Alanine,D-Fructose,Pseudomonas,1,48,0.1075
0,alpha-Ketoglutaric acid,D-Fructose,Pseudomonas,1,48,0.1075
0,Serine,D-Fructose,Pseudomonas,1,48,0.1075
458,Acetic acid,D-Fructose,Pseudomonas,1,48,0.1075
0.0192,Succinic acid,D-Fructose,Pseudomonas,1,48,0.1075
0,Acetyl-ornithine,D-Fructose,Pseudomonas,1,48,0.1075
0,Valine,D-Fructose,Pseudomonas,1,48,0.1075
2.45,Glycine,D-Fructose,Pseudomonas,1,48,0.1075
0.0657,Asparagine,D-Fructose,Pseudomonas,1,48,0.1075
0,Lactic acid,D-Fructose,Pseudomonas,1,48,0.1075
0.0398,Fumaric acid,D-Fructose,Pseudomonas,1,48,0.1075
0.41,Citric acid,D-Fructose,Pseudomonas,1,48,0.1075
5.64,Propionic acid,D-Fructose,Pseudomonas,1,48,0.1075
0.142,Methionine,D-Fructose,Pseudomonas,1,48,0.1075
0.248,Valeric acid,D-Fructose,Pseudomonas,1,48,0.1075
0,Hippuric acid,D-Fructose,Pseudomonas,1,48,0.1075
0.721,Butyric acid,D-Fructose,Pseudomonas,1,48,0.1075
0,Putrescine,D-Fructose,Pseudomonas,1,48,0.1075
0,beta-Hydroxybutyric acid,D-Fructose,Pseudomonas,2,48,0.2383
0,Alanine,D-Fructose,Pseudomonas,2,48,0.2383
0,Valine,D-Fructose,Pseudomonas,2,48,0.2383
0,Lactic acid,D-Fructose,Pseudomonas,2,48,0.2383
0.062,Succinic acid,D-Fructose,Pseudomonas,2,48,0.2383
2.85,Glycine,D-Fructose,Pseudomonas,2,48,0.2383
6.49,Propionic acid,D-Fructose,Pseudomonas,2,48,0.2383
0,Asparagine,D-Fructose,Pseudomonas,2,48,0.2383
0,Pyruvic acid,D-Fructose,Pseudomonas,2,48,0.2383
0.028,Fumaric acid,D-Fructose,Pseudomonas,2,48,0.2383
0,Serine,D-Fructose,Pseudomonas,2,48,0.2383
0.874,Acetyl-ornithine,D-Fructose,Pseudomonas,2,48,0.2383
0,Putrescine,D-Fructose,Pseudomonas,2,48,0.2383
0,Hippuric acid,D-Fructose,Pseudomonas,2,48,0.2383
237,Acetic acid,D-Fructose,Pseudomonas,2,48,0.2383
0,Methionine,D-Fructose,Pseudomonas,2,48,0.2383
0.361,Citric acid,D-Fructose,Pseudomonas,2,48,0.2383
0,alpha-Ketoglutaric acid,D-Fructose,Pseudomonas,2,48,0.2383
1.23,Butyric acid,D-Fructose,Pseudomonas,2,48,0.2383
0.346,Valeric acid,D-Fructose,Pseudomonas,2,48,0.2383
0,alpha-Ketoglutaric acid,D-Galactose,Ecoli,1,48,0.1824
4.03,Glycine,D-Galactose,Ecoli,1,48,0.1824
101,Alanine,D-Galactose,Ecoli,1,48,0.1824
298,Succinic acid,D-Galactose,Ecoli,1,48,0.1824
11.1,beta-Hydroxybutyric acid,D-Galactose,Ecoli,1,48,0.1824
19.9,Valine,D-Galactose,Ecoli,1,48,0.1824
0.956,Pyruvic acid,D-Galactose,Ecoli,1,48,0.1824
0,Serine,D-Galactose,Ecoli,1,48,0.1824
2.48,Butyric acid,D-Galactose,Ecoli,1,48,0.1824
15.7,Acetyl-ornithine,D-Galactose,Ecoli,1,48,0.1824
57.9,Propionic acid,D-Galactose,Ecoli,1,48,0.1824
7190,Acetic acid,D-Galactose,Ecoli,1,48,0.1824
45.1,Fumaric acid,D-Galactose,Ecoli,1,48,0.1824
0,Hippuric acid,D-Galactose,Ecoli,1,48,0.1824
0,Methionine,D-Galactose,Ecoli,1,48,0.1824
1.47,Putrescine,D-Galactose,Ecoli,1,48,0.1824
0.113,Asparagine,D-Galactose,Ecoli,1,48,0.1824
789,Lactic acid,D-Galactose,Ecoli,1,48,0.1824
3.67,Valeric acid,D-Galactose,Ecoli,1,48,0.1824
5,Citric acid,D-Galactose,Ecoli,1,48,0.1824
1130,Lactic acid,D-Galactose,Ecoli,2,48,0.1532
321,Succinic acid,D-Galactose,Ecoli,2,48,0.1532
0,Asparagine,D-Galactose,Ecoli,2,48,0.1532
54.6,Propionic acid,D-Galactose,Ecoli,2,48,0.1532
4.21,Glycine,D-Galactose,Ecoli,2,48,0.1532
9.61,beta-Hydroxybutyric acid,D-Galactose,Ecoli,2,48,0.1532
0.823,Pyruvic acid,D-Galactose,Ecoli,2,48,0.1532
0,alpha-Ketoglutaric acid,D-Galactose,Ecoli,2,48,0.1532
105,Alanine,D-Galactose,Ecoli,2,48,0.1532
19,Valine,D-Galactose,Ecoli,2,48,0.1532
6310,Acetic acid,D-Galactose,Ecoli,2,48,0.1532
3.41,Butyric acid,D-Galactose,Ecoli,2,48,0.1532
13.7,Acetyl-ornithine,D-Galactose,Ecoli,2,48,0.1532
3.23,Valeric acid,D-Galactose,Ecoli,2,48,0.1532
0.2,Methionine,D-Galactose,Ecoli,2,48,0.1532
0.0538,Serine,D-Galactose,Ecoli,2,48,0.1532
42.1,Fumaric acid,D-Galactose,Ecoli,2,48,0.1532
0,Hippuric acid,D-Galactose,Ecoli,2,48,0.1532
2.01,Putrescine,D-Galactose,Ecoli,2,48,0.1532
4.05,Citric acid,D-Galactose,Ecoli,2,48,0.1532
0,Pyruvic acid,D-Galactose,Enterobacter,1,48,0.2044
18.3,Propionic acid,D-Galactose,Enterobacter,1,48,0.2044
0,Valine,D-Galactose,Enterobacter,1,48,0.2044
0,Alanine,D-Galactose,Enterobacter,1,48,0.2044
0,alpha-Ketoglutaric acid,D-Galactose,Enterobacter,1,48,0.2044
29,beta-Hydroxybutyric acid,D-Galactose,Enterobacter,1,48,0.2044
2.7,Acetyl-ornithine,D-Galactose,Enterobacter,1,48,0.2044
0,Serine,D-Galactose,Enterobacter,1,48,0.2044
0.205,Asparagine,D-Galactose,Enterobacter,1,48,0.2044
49,Lactic acid,D-Galactose,Enterobacter,1,48,0.2044
0.0219,Methionine,D-Galactose,Enterobacter,1,48,0.2044
3.13,Glycine,D-Galactose,Enterobacter,1,48,0.2044
0,Hippuric acid,D-Galactose,Enterobacter,1,48,0.2044
0.174,Succinic acid,D-Galactose,Enterobacter,1,48,0.2044
6.76,Butyric acid,D-Galactose,Enterobacter,1,48,0.2044
0.0574,Fumaric acid,D-Galactose,Enterobacter,1,48,0.2044
0,Putrescine,D-Galactose,Enterobacter,1,48,0.2044
0.329,Citric acid,D-Galactose,Enterobacter,1,48,0.2044
4770,Acetic acid,D-Galactose,Enterobacter,1,48,0.2044
0.675,Valeric acid,D-Galactose,Enterobacter,1,48,0.2044
0,Alanine,D-Galactose,Enterobacter,2,48,0.2361
58.5,Lactic acid,D-Galactose,Enterobacter,2,48,0.2361
0,Pyruvic acid,D-Galactose,Enterobacter,2,48,0.2361
0.136,Succinic acid,D-Galactose,Enterobacter,2,48,0.2361
3.73,Glycine,D-Galactose,Enterobacter,2,48,0.2361
19.8,Propionic acid,D-Galactose,Enterobacter,2,48,0.2361
0.12,Asparagine,D-Galactose,Enterobacter,2,48,0.2361
0.507,Serine,D-Galactose,Enterobacter,2,48,0.2361
0,Valine,D-Galactose,Enterobacter,2,48,0.2361
0.676,Valeric acid,D-Galactose,Enterobacter,2,48,0.2361
1.95,Acetyl-ornithine,D-Galactose,Enterobacter,2,48,0.2361
0,Putrescine,D-Galactose,Enterobacter,2,48,0.2361
0,Hippuric acid,D-Galactose,Enterobacter,2,48,0.2361
0.0583,Fumaric acid,D-Galactose,Enterobacter,2,48,0.2361
0.302,Citric acid,D-Galactose,Enterobacter,2,48,0.2361
0,Methionine,D-Galactose,Enterobacter,2,48,0.2361
27.8,beta-Hydroxybutyric acid,D-Galactose,Enterobacter,2,48,0.2361
0,alpha-Ketoglutaric acid,D-Galactose,Enterobacter,2,48,0.2361
6.71,Butyric acid,D-Galactose,Enterobacter,2,48,0.2361
3890,Acetic acid,D-Galactose,Enterobacter,2,48,0.2361
1.38,beta-Hydroxybutyric acid,D-Ribose,Ecoli,1,28,0.0228
0.503,Serine,D-Ribose,Ecoli,1,28,0.0228
0,Alanine,D-Ribose,Ecoli,1,28,0.0228
0.117,Succinic acid,D-Ribose,Ecoli,1,28,0.0228
0,Lactic acid,D-Ribose,Ecoli,1,28,0.0228
0,Glycine,D-Ribose,Ecoli,1,28,0.0228
0.376,Asparagine,D-Ribose,Ecoli,1,28,0.0228
0,Pyruvic acid,D-Ribose,Ecoli,1,28,0.0228
3.23,Butyric acid,D-Ribose,Ecoli,1,28,0.0228
0.119,Putrescine,D-Ribose,Ecoli,1,28,0.0228
11.1,Propionic acid,D-Ribose,Ecoli,1,28,0.0228
1.46,Citric acid,D-Ribose,Ecoli,1,28,0.0228
0.14,Fumaric acid,D-Ribose,Ecoli,1,28,0.0228
0.144,Methionine,D-Ribose,Ecoli,1,28,0.0228
0,Valine,D-Ribose,Ecoli,1,28,0.0228
411,Acetic acid,D-Ribose,Ecoli,1,28,0.0228
0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,1,28,0.0228
0,Acetyl-ornithine,D-Ribose,Ecoli,1,28,0.0228
0.475,Valeric acid,D-Ribose,Ecoli,1,28,0.0228
0.19,Hippuric acid,D-Ribose,Ecoli,1,28,0.0228
0,Glycine,D-Ribose,Ecoli,2,28,0.0236
1.58,Serine,D-Ribose,Ecoli,2,28,0.0236
0,Valine,D-Ribose,Ecoli,2,28,0.0236
0,Pyruvic acid,D-Ribose,Ecoli,2,28,0.0236
5.67,Butyric acid,D-Ribose,Ecoli,2,28,0.0236
0,Acetyl-ornithine,D-Ribose,Ecoli,2,28,0.0236
0.32,Hippuric acid,D-Ribose,Ecoli,2,28,0.0236
0.826,Asparagine,D-Ribose,Ecoli,2,28,0.0236
0.163,Succinic acid,D-Ribose,Ecoli,2,28,0.0236
1.34,beta-Hydroxybutyric acid,D-Ribose,Ecoli,2,28,0.0236
0.157,Fumaric acid,D-Ribose,Ecoli,2,28,0.0236
0,Alanine,D-Ribose,Ecoli,2,28,0.0236
1.35,Citric acid,D-Ribose,Ecoli,2,28,0.0236
0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,2,28,0.0236
0.242,Putrescine,D-Ribose,Ecoli,2,28,0.0236
16.7,Propionic acid,D-Ribose,Ecoli,2,28,0.0236
0.143,Methionine,D-Ribose,Ecoli,2,28,0.0236
0.788,Valeric acid,D-Ribose,Ecoli,2,28,0.0236
504,Acetic acid,D-Ribose,Ecoli,2,28,0.0236
0,Lactic acid,D-Ribose,Ecoli,2,28,0.0236
12.6,Lactic acid,D-Ribose,Ecoli,1,48,0.1397
2.75,Succinic acid,D-Ribose,Ecoli,1,48,0.1397
30.7,Propionic acid,D-Ribose,Ecoli,1,48,0.1397
32.8,Pyruvic acid,D-Ribose,Ecoli,1,48,0.1397
12.1,Acetyl-ornithine,D-Ribose,Ecoli,1,48,0.1397
2.43,Serine,D-Ribose,Ecoli,1,48,0.1397
0,Glycine,D-Ribose,Ecoli,1,48,0.1397
0,Asparagine,D-Ribose,Ecoli,1,48,0.1397
9.24,Citric acid,D-Ribose,Ecoli,1,48,0.1397
0,Alanine,D-Ribose,Ecoli,1,48,0.1397
8.55,beta-Hydroxybutyric acid,D-Ribose,Ecoli,1,48,0.1397
0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,1,48,0.1397
2.06,Putrescine,D-Ribose,Ecoli,1,48,0.1397
1.45,Valine,D-Ribose,Ecoli,1,48,0.1397
4.98,Butyric acid,D-Ribose,Ecoli,1,48,0.1397
0.115,Methionine,D-Ribose,Ecoli,1,48,0.1397
0.309,Hippuric acid,D-Ribose,Ecoli,1,48,0.1397
3390,Acetic acid,D-Ribose,Ecoli,1,48,0.1397
1.5,Valeric acid,D-Ribose,Ecoli,1,48,0.1397
0.649,Fumaric acid,D-Ribose,Ecoli,1,48,0.1397
0.266,Methionine,D-Ribose,Ecoli,2,48,0.1061
1.37,Succinic acid,D-Ribose,Ecoli,2,48,0.1061
0,Valine,D-Ribose,Ecoli,2,48,0.1061
4.34,Pyruvic acid,D-Ribose,Ecoli,2,48,0.1061
7.07,beta-Hydroxybutyric acid,D-Ribose,Ecoli,2,48,0.1061
0,Asparagine,D-Ribose,Ecoli,2,48,0.1061
0.252,Hippuric acid,D-Ribose,Ecoli,2,48,0.1061
4.19,Serine,D-Ribose,Ecoli,2,48,0.1061
0,Alanine,D-Ribose,Ecoli,2,48,0.1061
7.43,Citric acid,D-Ribose,Ecoli,2,48,0.1061
0,Lactic acid,D-Ribose,Ecoli,2,48,0.1061
1.26,Valeric acid,D-Ribose,Ecoli,2,48,0.1061
0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,2,48,0.1061
0.358,Fumaric acid,D-Ribose,Ecoli,2,48,0.1061
0,Glycine,D-Ribose,Ecoli,2,48,0.1061
6.44,Acetyl-ornithine,D-Ribose,Ecoli,2,48,0.1061
3180,Acetic acid,D-Ribose,Ecoli,2,48,0.1061
1.98,Putrescine,D-Ribose,Ecoli,2,48,0.1061
5.91,Butyric acid,D-Ribose,Ecoli,2,48,0.1061
28.8,Propionic acid,D-Ribose,Ecoli,2,48,0.1061
1.59,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,1,28,0.3031
1820,Lactic acid,D-Ribose,Enterobacter,1,28,0.3031
11.4,Propionic acid,D-Ribose,Enterobacter,1,28,0.3031
333,Succinic acid,D-Ribose,Enterobacter,1,28,0.3031
0,Glycine,D-Ribose,Enterobacter,1,28,0.3031
0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,1,28,0.3031
39.2,Alanine,D-Ribose,Enterobacter,1,28,0.3031
0.44,Asparagine,D-Ribose,Enterobacter,1,28,0.3031
3.74,Butyric acid,D-Ribose,Enterobacter,1,28,0.3031
0.859,Valeric acid,D-Ribose,Enterobacter,1,28,0.3031
6.19,Acetyl-ornithine,D-Ribose,Enterobacter,1,28,0.3031
0.208,Methionine,D-Ribose,Enterobacter,1,28,0.3031
0.245,Hippuric acid,D-Ribose,Enterobacter,1,28,0.3031
32,Fumaric acid,D-Ribose,Enterobacter,1,28,0.3031
0.483,Pyruvic acid,D-Ribose,Enterobacter,1,28,0.3031
6.26,Valine,D-Ribose,Enterobacter,1,28,0.3031
1.36,Serine,D-Ribose,Enterobacter,1,28,0.3031
5.77,Citric acid,D-Ribose,Enterobacter,1,28,0.3031
5160,Acetic acid,D-Ribose,Enterobacter,1,28,0.3031
0.19,Putrescine,D-Ribose,Enterobacter,1,28,0.3031
1.76,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,2,28,0.3116
4.01,Acetyl-ornithine,D-Ribose,Enterobacter,2,28,0.3116
1890,Lactic acid,D-Ribose,Enterobacter,2,28,0.3116
5.51,Valine,D-Ribose,Enterobacter,2,28,0.3116
0.917,Asparagine,D-Ribose,Enterobacter,2,28,0.3116
5110,Acetic acid,D-Ribose,Enterobacter,2,28,0.3116
0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,2,28,0.3116
31.8,Fumaric acid,D-Ribose,Enterobacter,2,28,0.3116
2.05,Serine,D-Ribose,Enterobacter,2,28,0.3116
41.4,Alanine,D-Ribose,Enterobacter,2,28,0.3116
