,Metabolite,Carbon source,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Species,Dataset,Metabolite id,Charge,Phosphate,Compound class,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,Formula,Molecular weight [g/mol],ECMDB name,ECMDB ID,Park et al. name,Thorfinnsdottir et al. abbrv,Intracellular concentration [uM],log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source,Intracellular concentration [M]
653,Pyruvate,D-Glucose,0.4449468389983869,0.0059637192777735,0.0392272649694269,3.0,87.05412,5.930301987397493,Enterobacter,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-0.3516918742074162,-1.4064119709959646,1.3348405169951607,0.038734455515786255,0.013075754989808966,0.45060779397261036,0.12542938051224622,-1.4119025444643023,-1.883533225715627,-0.34620130073907834,0.7730768094049002,Enterobacter - D-Glucose,
654,Pyruvate,L-Malate,-0.2257328585261096,0.0587510972192693,0.039755902206362,3.0,87.05412,4.822541128553489,Enterobacter,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,,-1.400598386369278,-0.6771985755783289,-0.01965097535407497,0.013251967402120667,0.45668030653071906,,,-1.8777196410889403,-0.34038771611239166,0.6832759401682108,Enterobacter - L-Malate,
655,Pyruvate,D-Fructose,0.6688623669393079,0.0010511501441134,0.030660205318167,3.0,87.05412,6.476557414836133,Enterobacter,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-0.17466323862708566,-1.5134249411891323,2.0065871008179235,0.05822722475501854,0.010220068439389,0.35219706222022573,0.3024580160925767,-1.2348739088839717,-1.9905461959087947,-0.45321427093224603,0.8113442199098688,Enterobacter - D-Fructose,
656,Pyruvate,D-Glucose,0.0980250324485764,0.0241467899738524,0.017255904336888,3.0,87.05412,1.5910322827623389,Pputida,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-1.0086630052661096,-1.7630622755362964,0.2940750973457292,0.008533482937782264,0.005751968112295999,0.19822042123782307,-0.5315417505464473,-2.0688736755229957,-2.2401835302559587,-0.7028516052794102,0.20167899176682355,Pputida - D-Glucose,
657,Pyruvate,L-Malate,0.9641961291016564,0.0113596014254204,0.002240975149903,3.0,87.05412,14.474736028707635,Pputida,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-0.015834616384608122,-2.649562959314934,2.8925883873049694,0.0839372455263511,0.0007469917166343333,0.02574232155701534,0.46128663833505434,-1.0760452866414942,-3.1266842140345963,-1.5893522890580478,1.1606106523772985,Pputida - L-Malate,
658,Pyruvate,L-Malate,0.1381122245694265,0.0576732406737473,0.0352216443442743,3.0,87.05412,1.8506245181819356,Pseudomonas,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-0.859767879509123,-1.453190372588656,0.41433667370827953,0.012023238171133804,0.0117405481147581,0.4045948008465803,-0.3826466247894606,-1.9199785497660091,-1.9303116273083183,-0.39297970233176976,0.2673183116629501,Pseudomonas - L-Malate,
659,Pyruvate,Succinate,0.0050791543286748,0.0003827768959895,0.0382453524566755,3.0,87.05412,0.8681328016227338,Pseudomonas,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-2.2942085910553165,-1.4174213324071625,0.0152374629860244,0.00044216131042697546,0.012748450818891833,0.4393284597750859,-1.817087336335654,-3.3544192613122026,-1.8945425871268249,-0.3572106621502763,-0.061413834039715925,Pseudomonas - Succinate,
660,Pyruvate,Fumarate,0.0564220807769134,0.0623809093439907,0.0371680185713568,3.0,87.05412,1.1954927739289056,Pseudomonas,Vila-23,pyr,-1.0,0.0,Carboxylic acid,,0.0,3.0,0.0,57.2,-1.0,-0.6,107735.0,C3H3O3-,87.05,Pyruvic acid,ECMDB00243,pyruvate,,,-1.2485509016392091,-1.4298305905443842,0.1692662423307402,0.004911774590603112,0.0123893395237856,0.4269530100511819,-0.7714296469195466,-2.3087615718960954,-1.9069518452640466,-0.369619920287498,0.07754695539760158,Pseudomonas - Fumarate,
661,Quinate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
662,Quinate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
663,Quinate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
664,Ribose-5-phosphate,Glucose,0.0002760278398864,1.8089337318432788e-05,0.0437133044969284,5.0,228.093921,0.822693031354706,E. coli,Paczia-12,r5p,-2.0,1.0,Phosphorylated sugar,,5.0,8.0,6.0,145.0,0.0,-3.4,77982.0,C5H11O8P,230.11,D-Ribose-5-phosphate,ECMDB02033,ribose-5-phosphate[c]*,R5P,277.72222222222223,-3.559047113227204,-1.3593863618806026,0.0013801391994319998,6.296027230484917e-05,0.00874266089938568,0.1916460741491151,-2.8600771088911854,-4.200933402309766,-2.0583563662166213,-0.7175000727980407,-0.08476218138228901,E. coli - Glucose,0.0002777222222222222
665,Ribose-5-phosphate,Glucose,3.3490186736417656e-05,2.4061949838477098e-06,0.0823208953738163,5.0,228.093921,0.6486898926108527,C. glutamicum,Paczia-12,r5p,-2.0,1.0,Phosphorylated sugar,,5.0,8.0,6.0,145.0,0.0,-3.4,77982.0,C5H11O8P,230.11,D-Ribose-5-phosphate,ECMDB02033,ribose-5-phosphate[c]*,R5P,,-4.475082430890421,-1.0844899145600921,0.00016745093368208827,7.638908007731696e-06,0.01646417907476326,0.36090788835102844,-3.7761124265544024,-5.1169687199729825,-1.783459918896111,-0.44260362547753035,-0.18796286886109517,C. glutamicum - Glucose,
666,Ribose-5-phosphate,Glucose,0.0008845978992681,1.9282741308932167e-05,0.068425728755822,5.0,229.101861,0.1325145193880692,B. licheniformis,Paczia-12,r5p,-2.0,1.0,Phosphorylated sugar,,5.0,8.0,6.0,145.0,0.0,-3.4,77982.0,C5H11O8P,230.11,D-Ribose-5-phosphate,ECMDB02033,ribose-5-phosphate[c]*,R5P,,-3.053254096322232,-1.1647805685185437,0.0044229894963404995,0.00020266302495901227,0.013685145751164399,0.29866945845464776,-2.354284091986213,-3.693225479333846,-1.8637505728545627,-0.5248091855069297,-0.8777365342203459,B. licheniformis - Glucose,
667,Ribulose-5-phosphate,Glucose,6.441220288905058e-05,5.120836186872538e-06,0.0434321427986494,5.0,228.093921,1.0861899017367866,E. coli,Paczia-12,ru5p__D,-2.0,1.0,Phosphorylated sugar,,5.0,8.0,6.0,145.0,0.0,-3.7,439184.0,C5H11O8P,230.11,D-Ribulose 5-phosphate,ECMDB04148,ribulose-5-phosphate[c]*,,440.0,-4.191031847774703,-1.36218874345213,0.0003220610144452529,1.4692031917211074e-05,0.00868642855972988,0.19041341657960886,-3.492061843438684,-4.8329181368572645,-2.061158747788149,-0.7203024543695682,0.03590576085729298,E. coli - Glucose,0.00043999999999999996
668,Ribulose-5-phosphate,Glucose,8.423814289771244e-06,1.0944010895509192e-06,0.0823208953738496,5.0,228.093921,1.1671869408687303,C. glutamicum,Paczia-12,ru5p__D,-2.0,1.0,Phosphorylated sugar,,5.0,8.0,6.0,145.0,0.0,-3.7,439184.0,C5H11O8P,230.11,D-Ribulose 5-phosphate,ECMDB04148,ribulose-5-phosphate[c]*,,,-5.074491216112291,-1.0844899145599165,4.211907144885622e-05,1.9214208311297534e-06,0.01646417907476992,0.36090788835117443,-4.375521211776272,-5.716377505194853,-1.7834599188959355,-0.44260362547735466,0.0671404197863747,C. glutamicum - Glucose,
669,Ribulose-5-phosphate,Glucose,0.000185470498363,4.885236751423599e-06,0.0684255125008415,5.0,229.101861,0.1159889649313374,B. licheniformis,Paczia-12,ru5p__D,-2.0,1.0,Phosphorylated sugar,,5.0,8.0,6.0,145.0,0.0,-3.7,439184.0,C5H11O8P,230.11,D-Ribulose 5-phosphate,ECMDB04148,ribulose-5-phosphate[c]*,,,-3.7317251610737134,-1.1647819410796378,0.0009273524918150001,4.249163633556076e-05,0.0136851025001683,0.29866851452962007,-3.0327551567376947,-4.371696544085328,-1.8637519454156566,-0.5248105580680237,-0.9355833271299403,B. licheniformis - Glucose,
670,S-adenosylhomocysteine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
671,S-adenosylhomocysteine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
672,S-adenosylhomocysteine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
673,S-adenosylmethionine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
674,S-adenosylmethionine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
675,S-adenosylmethionine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
676,Salicylate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
677,Salicylate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
678,Salicylate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
679,Sebacoyl-l-carnitine,Galactose,1.7689465610756607e-06,4.3314528353783875e-06,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,1.0,6.0,14.0,104.0,0.0,2.7,71464537.0,C17H31NO6,345.4,,,,,,-5.752285286694861,,,,,,,,,,,E. coli - Galactose,
680,Sebacoyl-l-carnitine,L-malate,-8.52483827331007e-07,7.775330211818929e-06,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,1.0,6.0,14.0,104.0,0.0,2.7,71464537.0,C17H31NO6,345.4,,,,,,,,,,,,,,,,,E. coli - L-malate,
681,Sebacoyl-l-carnitine,L-alanine,-6.602403041745538e-06,8.236564359811227e-06,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,1.0,6.0,14.0,104.0,0.0,2.7,71464537.0,C17H31NO6,345.4,,,,,,,,,,,,,,,,,E. coli - L-alanine,
682,Sedoheptulose 7-phosphate,Glucose,2.3049547797835965e-05,1.5391210218695815e-06,0.1133122912793382,7.0,288.14588100000003,0.3180120707311554,C. glutamicum,Paczia-12,s7p,-2.0,1.0,Phosphorylated sugar,,7.0,10.0,8.0,185.0,0.0,-5.0,165007.0,C7H15O10P,290.16,D-Sedoheptulose 7-phosphate,ECMDB01068,sedoheptulose-7-phosphate,S7P,,-4.63733759048392,-0.9457229785278969,0.00016134683458485176,6.641632256859055e-06,0.0161874701827626,0.393246264309217,-3.792239550469663,-5.177725174693411,-1.7908210185421538,-0.40533539431840515,-0.49755639525945905,C. glutamicum - Glucose,
683,Serine,Galactose,,,0.0496546654448148,3.0,105.09258,0.5380501176352532,E. coli,SINTEF-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,171.63333333333335,,-1.3040399398826361,,,0.0165515551482716,0.47248497890921315,,,-1.7811611946022985,-0.3256119938860146,-0.2691772693174447,E. coli - Galactose,0.00017163333333333335
684,Serine,L-malate,0.0016683711545459,0.0004423859247972,0.0515209506868341,3.0,105.09258,0.3314998276687657,E. coli,SINTEF-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,171.63333333333335,-2.7777073275350532,-1.2880161317849534,0.0050051134636377,0.00017533342902880736,0.0171736502289447,0.49024346615940056,-2.3005860728153906,-3.7561352735316746,-1.765137386504616,-0.3095881857883321,-0.47951669302850997,E. coli - L-malate,0.00017163333333333335
685,Serine,L-alanine,0.0004324756204459,0.0001655268163612,0.0502951638894189,3.0,105.09258,0.1809347602147356,E. coli,SINTEF-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,171.63333333333335,-3.3640383695962592,-1.2984737723419366,0.0012974268613377,4.544997873976038e-05,0.0167650546298063,0.47857959038991044,-2.886917114876597,-4.342466315592881,-1.775595027061599,-0.3200458263453152,-0.7424779908004457,E. coli - L-alanine,0.00017163333333333335
686,Serine,Glucose,1.2143358869049868e-05,2.556147317414283e-06,0.0592967756807727,3.0,105.09258,0.3770840891895638,E. coli,Paczia-12,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,204.22222222222223,-4.915661170218692,-1.2269689211740016,3.64300766071496e-05,1.2761769134143327e-06,0.019765591893590898,0.5642337040424044,-4.438539915499029,-5.894089116215313,-1.704090175893664,-0.24854097517738,-0.4235617919724067,E. coli - Glucose,0.00020422222222222223
687,Serine,Glucose,-8.56036560327e-06,4.984959469999559e-06,0.0350327428545738,3.0,105.09258,1.8946066016888767,B. licheniformis,Paczia-12,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,,-1.4555258586865136,-2.568109680981e-05,-8.996309069909008e-07,0.0116775809515246,0.3333512494847286,,,-1.932647113406176,-0.4770979126898921,0.2775190462553821,B. licheniformis - Glucose,
688,Serine,Glucose,6.119895008188119e-05,2.192569809650602e-05,0.0230205663668325,3.0,105.09258,0.2881811415794996,S. cerevisiae,Paczia-12,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-4.213256028468111,-1.6378839957816262,0.00018359685024564357,6.431555557396106e-06,0.0076735221222775,0.2190503493855846,-3.7361347737484483,-5.191683974464732,-2.1150052505012886,-0.6594560497850049,-0.5403344425918875,S. cerevisiae - Glucose,
689,Serine,D-Glucose,0.0002710604418859,0.00014930472821,0.0445497828997887,3.0,105.09258,0.4081816860005051,Ecoli,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,204.22222222222223,-3.5669338580160033,-1.351154408027859,0.0008131813256577,2.8486441173729298e-05,0.0148499276332629,0.423909879268248,-3.089812603296341,-4.545361804012625,-1.8282756627475214,-0.37272646203123744,-0.3891464847922885,Ecoli - D-Glucose,0.00020422222222222223
690,Serine,L-Malate,0.0012824992044449,0.00067334813203,0.0441449164013285,3.0,105.09258,0.222478573317869,Ecoli,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,171.63333333333335,-2.891942895615988,-1.3551193012815888,0.0038474976133347,0.00013478115024306202,0.014714972133776165,0.42005740463625973,-2.4148216408963257,-3.8703708416126092,-1.8322405560012511,-0.3766913552849672,-0.6527118091230572,Ecoli - L-Malate,0.00017163333333333335
691,Serine,D-Ribose,0.0021013197721157,0.0006527085712303,0.0445873493184312,3.0,105.09258,0.294231359502962,Ecoli,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,171.63333333333335,-2.6775078530209955,-1.3507883453358869,0.006303959316347099,0.00022083311625665096,0.0148624497728104,0.42426733950609263,-2.200386598301333,-3.655935799017617,-1.8279096000555493,-0.3723603993392654,-0.5313110415565241,Ecoli - D-Ribose,0.00017163333333333335
692,Serine,Pyruvate,0.0014243294344062,0.0013137178043788,0.0479994134666428,3.0,105.09258,0.3279854956572889,Ecoli,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,171.63333333333335,-2.846389550728717,-1.3187640694943465,0.0042729883032186,0.00014968645503168833,0.01599980448888093,0.45673456172303317,-2.3692682960090545,-3.8248174967253386,-1.795885324214009,-0.34033612349772496,-0.48414536145686743,Ecoli - Pyruvate,0.00017163333333333335
693,Serine,L-Malate,0.0013466130419635,0.0009729365998219,0.0441250615469346,3.0,105.09258,0.542721056900883,Enterobacter,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-2.8707571837004267,-1.3553146758369723,0.004039839125890499,0.00014151903884159248,0.0147083538489782,0.41986847736476357,-2.3936359289807645,-3.849185129697048,-1.832435930556635,-0.3768867298403509,-0.2654233280087827,Enterobacter - L-Malate,
694,Serine,Pyruvate,0.0005960508710275,0.0002010205993662,0.0479633704201287,3.0,105.09258,0.5837977438745272,Enterobacter,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-3.224716673038754,-1.3190903063189596,0.0017881526130825,6.264052384752722e-05,0.0159877901400429,0.4563915970102618,-2.747595418319092,-4.203144619035376,-1.796211561038622,-0.3406623603223382,-0.23373758770486744,Enterobacter - Pyruvate,
695,Serine,L-Malate,0.0034546303469251,0.0022759076707267,0.0773773271580069,3.0,105.09258,0.5418191007976788,Pputida,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-2.461598416272219,-1.1113862761730204,0.0103638910407753,0.00036305601610465385,0.0257924423860023,0.7362777387138739,-1.9844771615525565,-3.4400263622688403,-1.5885075308926828,-0.13295833017639896,-0.2661456888103969,Pputida - L-Malate,
696,Serine,Pyruvate,0.0022196518016263,0.0005287183600975,0.0472577228274845,3.0,105.09258,0.3549669281726382,Pputida,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-2.653715148293834,-1.3255272092225805,0.006658955404878901,0.0002332689345345561,0.015752574275828168,0.44967706404661967,-2.176593893574172,-3.6321430942904556,-1.8026484639422429,-0.34709926322595896,-0.449812107737008,Pputida - Pyruvate,
697,Serine,L-Malate,0.0012327988748111,0.0001832650533846,0.0429637942542082,3.0,105.09258,1.306860851026152,Pseudomonas,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-2.909107770674739,-1.3668973718405903,0.0036983966244333003,0.00012955801437499552,0.014321264751402734,0.40881853175750565,-2.431986515955076,-3.88753571667136,-1.8440186265602527,-0.3884694258439689,0.11622934821662552,Pseudomonas - L-Malate,
698,Serine,Pyruvate,0.000355600054494,0.0001286410531423,0.0461465127643792,3.0,105.09258,0.1725062863323615,Pseudomonas,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-3.4490381811482758,-1.335861112501769,0.001066800163482,3.7370927174915054e-05,0.015382170921459734,0.4391034339853413,-2.9719169264286136,-4.427466127144897,-1.8129823672214314,-0.3574331665051474,-0.7631950740996287,Pseudomonas - Pyruvate,
699,Serine,Succinate,0.0002590477406046,0.0001285345587202,0.0432911605771746,3.0,105.09258,1.094246057694395,Pseudomonas,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-3.5866201912449696,-1.3636007711860005,0.0007771432218138,2.7223995403308174e-05,0.014430386859058201,0.4119335596973126,-3.1094989365253074,-4.565048137241591,-1.8407220259056631,-0.3851728251893792,0.03911499062931034,Pseudomonas - Succinate,
700,Serine,Fumarate,0.0001244950984307,1.5842995805954696e-05,0.0431363695997222,3.0,105.09258,1.5154101804350295,Pseudomonas,Vila-23,ser__L,0.0,0.0,Amino acid,,3.0,4.0,2.0,83.6,0.0,-3.1,5951.0,C3H7NO3,105.09,L-Serine,ECMDB00187,serine,Ser,,-3.904847747093584,-1.3651564083561591,0.0003734852952921,1.3083511091436213e-05,0.014378789866574067,0.4104606585899994,-3.4277264923739215,-4.883275693090206,-1.8422776630758217,-0.3867284623595378,0.18053020048758528,Pseudomonas - Fumarate,
701,Shikimate,Glucose,0.0003121748609657,4.370552939945406e-05,0.0971765678872638,7.0,173.14336,0.1054236659357716,B. licheniformis,Paczia-12,skm,-1.0,0.0,Other,,4.0,5.0,1.0,98.0,0.0,-1.7,8742.0,C7H10O5,174.15,Shikimic acid,ECMDB03070,shikimate,,,-3.5056020730335655,-1.0124384435519187,0.0021852240267599002,5.405100433513415e-05,0.013882366841037686,0.5612491745988053,-2.660504033019309,-4.26719623190208,-1.8575364835661756,-0.2508442846834049,-0.9770618859773028,B. licheniformis - Glucose,
702,Stearoylcarnitine (c18),Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
703,Stearoylcarnitine (c18),L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
704,Stearoylcarnitine (c18),L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
705,Succinate,Galactose,0.0183791658781734,0.0238317159506849,0.0465224820244636,4.0,116.07216,2.073564635875696,E. coli,SINTEF-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-1.7356742025650707,-1.3323371232476815,0.0735166635126936,0.0021333094824778835,0.0116306205061159,0.40080655020517925,-1.1336142112371084,-2.670946136213657,-1.9343971145756438,-0.3970651895990952,0.31671757747029816,E. coli - Galactose,0.0012510666666666669
706,Succinate,L-malate,-0.1853129193524463,0.1389357998747534,0.0081952503938831,4.0,116.07216,7.842832995710768,E. coli,SINTEF-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,,-2.0864377726584062,-0.7412516774097851,-0.021509670825144243,0.002048812598470775,0.07060478924389017,,,-2.6884977639863683,-1.1511658390098198,0.8944729672970376,E. coli - L-malate,0.0012510666666666669
707,Succinate,L-alanine,0.0055647692992136,0.0069225331435558,0.0378442709907334,4.0,116.07216,3.1488718418173596,E. coli,SINTEF-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-2.2545528356698528,-1.421999856333764,0.0222590771968544,0.0006459147924614088,0.00946106774768335,0.3260408955147677,-1.6524928443418903,-3.189824769318439,-2.0240598476617264,-0.4867279226851776,0.4981549853351287,E. coli - L-alanine,0.0012510666666666669
708,Succinate,Glucose,0.0025499031434721,0.0003810315592573,0.0052302676334659,4.0,116.07216,0.0635102522841489,S. cerevisiae,Paczia-12,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,,-2.593476315665843,-2.281476087659769,0.0101996125738884,0.00029597276565359655,0.001307566908366475,0.04506048335333727,-1.9914163243378808,-3.5287482493144293,-2.883536078987731,-1.3462041540111824,-1.1971561620932964,S. cerevisiae - Glucose,
709,Succinate,D-Glucose,0.3215941410438083,0.0512742967763139,0.0559558490046213,4.0,116.07216,1.1583098227332491,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1397.4444444444446,-0.49269187203652853,-1.2521545104284757,1.2863765641752332,0.03732812659429949,0.013988962251155325,0.4820781228213665,0.10936811929143386,-1.4279638056851147,-1.8542145017564382,-0.31688257677988946,0.06382473927624985,Ecoli - D-Glucose,0.0013974444444444444
710,Succinate,L-Malate,0.579905272421265,0.2109637147669338,0.0527585586259676,4.0,116.07216,1.134166929517135,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-0.23664294268642427,-1.2777070779728958,2.31962108968506,0.06731085756532465,0.0131896396564919,0.45453241006256456,0.3654170486415381,-1.1719148763350107,-1.8797670693008581,-0.3424351443243095,0.054676979806256305,Ecoli - L-Malate,0.0012510666666666669
711,Succinate,D-Fructose,0.1105386840091699,0.0391256127845949,0.055993415423261,4.0,116.07216,1.0768808190882804,Ecoli,Vila-23,succ,-2.0,0.0,Carboxylic acid,,0.0,4.0,1.0,80.3,-2.0,0.7,160419.0,C4H4O4-2,116.07,Succinic acid,ECMDB00254,succinate,Suc,1251.0666666666668,-0.9564857101084849,-1.251863041091614,0.4421547360366796,0.012830463816501811,0.01399835385581525,0.4824017699270953,-0.3544257187805225,-1.8917576437570711,-1.8539230324195766,-0.31659110744302793,0.032167641574322454,Ecoli - D-Fructose,0.0012510666666666669
