Batch-Tube,Timepoint,Medium,OD,AUC OD,Hours,Strain,Parallel,Batch,#,Exp. phase time limit,Tube,Well
4-6A,7.0,M9 20 mM glucose pH 7.4,1.591,7.225229180688622,14.0,ugpA,A,4.0,7143,13.0,6A,
4-6A,8.0,M9 20 mM glucose pH 7.4,1.569,8.824229180688622,15.0,ugpA,A,4.0,7230,13.0,6A,
4-6A,9.0,M9 20 mM glucose pH 7.4,1.539,10.378895847355288,16.0,ugpA,A,4.0,7458,13.0,6A,
4-6A,10.0,M9 20 mM glucose pH 7.4,1.453,16.343812514021955,20.0,ugpA,A,4.0,7618,13.0,6A,
4-6B,1.0,M9 20 mM glucose pH 7.4,0.037,0.0865208909680638,4.0,ugpA,B,4.0,6079,13.0,6B,
4-6B,2.0,M9 20 mM glucose pH 7.4,0.356,0.6151875576347305,8.0,ugpA,B,4.0,6007,13.0,6B,
4-6B,3.0,M9 20 mM glucose pH 7.4,0.904,1.826520890968064,10.0,ugpA,B,4.0,6427,13.0,6B,
4-6B,4.0,M9 20 mM glucose pH 7.4,1.186,2.9161875576347307,11.0,ugpA,B,4.0,6443,13.0,6B,
4-6B,5.0,M9 20 mM glucose pH 7.4,1.374,4.2040208909680645,12.0,ugpA,B,4.0,6827,13.0,6B,
4-6B,6.0,M9 20 mM glucose pH 7.4,1.492,5.640854224301397,13.0,ugpA,B,4.0,6659,13.0,6B,
4-6B,7.0,M9 20 mM glucose pH 7.4,1.587,7.182270890968064,14.0,ugpA,B,4.0,7250,13.0,6B,
4-6B,8.0,M9 20 mM glucose pH 7.4,1.572,8.77818755763473,15.0,ugpA,B,4.0,6935,13.0,6B,
4-6B,9.0,M9 20 mM glucose pH 7.4,1.533,10.332687557634731,16.0,ugpA,B,4.0,7310,13.0,6B,
4-6B,10.0,M9 20 mM glucose pH 7.4,1.451,16.258604224301394,20.0,ugpA,B,4.0,7366,13.0,6B,
4-6C,1.0,M9 20 mM glucose pH 7.4,0.036,0.0867898961077844,4.0,ugpA,C,4.0,5963,13.0,6C,
4-6C,2.0,M9 20 mM glucose pH 7.4,0.335,0.5981232294411177,8.0,ugpA,C,4.0,6115,13.0,6C,
4-6C,3.0,M9 20 mM glucose pH 7.4,0.864,1.7482898961077842,10.0,ugpA,C,4.0,6495,13.0,6C,
4-6C,4.0,M9 20 mM glucose pH 7.4,1.122,2.793373229441118,11.0,ugpA,C,4.0,6223,13.0,6C,
4-6C,5.0,M9 20 mM glucose pH 7.4,1.397,4.051456562774451,12.0,ugpA,C,4.0,6563,13.0,6C,
4-6C,6.0,M9 20 mM glucose pH 7.4,1.48,5.523373229441118,13.0,ugpA,C,4.0,6755,13.0,6C,
4-6C,7.0,M9 20 mM glucose pH 7.4,1.569,7.047373229441118,14.0,ugpA,C,4.0,6991,13.0,6C,
4-6C,8.0,M9 20 mM glucose pH 7.4,1.575,8.633706562774451,15.0,ugpA,C,4.0,6915,13.0,6C,
4-6C,9.0,M9 20 mM glucose pH 7.4,1.547,10.197539896107784,16.0,ugpA,C,4.0,7326,13.0,6C,
4-6C,10.0,M9 20 mM glucose pH 7.4,1.453,16.184956562774452,20.0,ugpA,C,4.0,7578,13.0,6C,
4-7A,1.0,M9 20 mM glucose pH 7.4,0.036,0.0897346865269461,4.0,uhpT,A,4.0,5823,13.0,7A,
4-7A,2.0,M9 20 mM glucose pH 7.4,0.331,0.611734686526946,8.0,uhpT,A,4.0,5831,13.0,7A,
4-7A,3.0,M9 20 mM glucose pH 7.4,0.893,1.7799013531936128,10.0,uhpT,A,4.0,6451,13.0,7A,
4-7A,4.0,M9 20 mM glucose pH 7.4,1.149,2.869234686526946,11.0,uhpT,A,4.0,6503,13.0,7A,
4-7A,5.0,M9 20 mM glucose pH 7.4,1.395,4.14206801986028,12.0,uhpT,A,4.0,6627,13.0,7A,
4-7A,6.0,M9 20 mM glucose pH 7.4,1.497,5.611234686526946,13.0,uhpT,A,4.0,6539,13.0,7A,
4-7A,7.0,M9 20 mM glucose pH 7.4,1.58,7.1513180198602795,14.0,uhpT,A,4.0,7003,13.0,7A,
4-7A,8.0,M9 20 mM glucose pH 7.4,1.548,8.732901353193613,15.0,uhpT,A,4.0,7099,13.0,7A,
4-7A,9.0,M9 20 mM glucose pH 7.4,1.519,10.266151353193614,16.0,uhpT,A,4.0,7454,13.0,7A,
4-7A,10.0,M9 20 mM glucose pH 7.4,1.444,16.170193019860278,20.0,uhpT,A,4.0,7386,13.0,7A,
4-7B,1.0,M9 20 mM glucose pH 7.4,0.037,0.0875024877744511,4.0,uhpT,B,4.0,6023,13.0,7B,
4-7B,2.0,M9 20 mM glucose pH 7.4,0.337,0.5981691544411177,8.0,uhpT,B,4.0,5775,13.0,7B,
4-7B,3.0,M9 20 mM glucose pH 7.4,0.868,1.754502487774451,10.0,uhpT,B,4.0,6291,13.0,7B,
4-7B,4.0,M9 20 mM glucose pH 7.4,1.137,2.8039191544411177,11.0,uhpT,B,4.0,6355,13.0,7B,
4-7B,5.0,M9 20 mM glucose pH 7.4,1.386,4.067085821107785,12.0,uhpT,B,4.0,6599,13.0,7B,
4-7B,6.0,M9 20 mM glucose pH 7.4,1.484,5.525585821107784,13.0,uhpT,B,4.0,6519,13.0,7B,
4-7B,7.0,M9 20 mM glucose pH 7.4,1.566,7.0519191544411175,14.0,uhpT,B,4.0,7083,13.0,7B,
4-7B,8.0,M9 20 mM glucose pH 7.4,1.551,8.62525248777445,15.0,uhpT,B,4.0,6903,13.0,7B,
4-7B,9.0,M9 20 mM glucose pH 7.4,1.515,10.160002487774449,16.0,uhpT,B,4.0,7562,13.0,7B,
4-7B,10.0,M9 20 mM glucose pH 7.4,1.444,16.036710821107782,20.0,uhpT,B,4.0,7446,13.0,7B,
4-7C,1.0,M9 20 mM glucose pH 7.4,0.033,0.0821855111776447,4.0,uhpT,C,4.0,5995,13.0,7C,
4-7C,2.0,M9 20 mM glucose pH 7.4,0.33,0.5775188445109781,8.0,uhpT,C,4.0,5891,13.0,7C,
4-7C,3.0,M9 20 mM glucose pH 7.4,0.859,1.717518844510978,10.0,uhpT,C,4.0,6175,13.0,7C,
4-7C,4.0,M9 20 mM glucose pH 7.4,1.126,2.757768844510978,11.0,uhpT,C,4.0,6483,13.0,7C,
4-7C,5.0,M9 20 mM glucose pH 7.4,1.369,4.007268844510978,12.0,uhpT,C,4.0,6691,13.0,7C,
4-7C,6.0,M9 20 mM glucose pH 7.4,1.462,5.445768844510978,13.0,uhpT,C,4.0,6639,13.0,7C,
4-7C,7.0,M9 20 mM glucose pH 7.4,1.55,6.952185511177644,14.0,uhpT,C,4.0,7091,13.0,7C,
4-7C,8.0,M9 20 mM glucose pH 7.4,1.543,8.514102177844311,15.0,uhpT,C,4.0,6963,13.0,7C,
4-7C,9.0,M9 20 mM glucose pH 7.4,1.508,10.041935511177645,16.0,uhpT,C,4.0,7498,13.0,7C,
4-7C,10.0,M9 20 mM glucose pH 7.4,1.436,15.890768844510978,20.0,uhpT,C,4.0,7590,13.0,7C,
4-8A,1.0,M9 20 mM glucose pH 7.4,0.032,0.0878785345808383,4.0,cstA,A,4.0,5751,13.0,8A,
4-8A,2.0,M9 20 mM glucose pH 7.4,0.306,0.5425452012475049,8.0,cstA,A,4.0,6083,13.0,8A,
4-8A,3.0,M9 20 mM glucose pH 7.4,0.802,1.604545201247505,10.0,cstA,A,4.0,6455,13.0,8A,
4-8A,4.0,M9 20 mM glucose pH 7.4,1.027,2.5765452012475047,11.0,cstA,A,4.0,6127,13.0,8A,
4-8A,5.0,M9 20 mM glucose pH 7.4,1.302,3.736878534580838,12.0,cstA,A,4.0,6867,13.0,8A,
4-8A,6.0,M9 20 mM glucose pH 7.4,1.434,5.132878534580838,13.0,cstA,A,4.0,6843,13.0,8A,
4-8A,7.0,M9 20 mM glucose pH 7.4,1.484,6.598711867914171,14.0,cstA,A,4.0,7039,13.0,8A,
4-8A,8.0,M9 20 mM glucose pH 7.4,1.58,8.11621186791417,15.0,cstA,A,4.0,7258,13.0,8A,
4-8A,9.0,M9 20 mM glucose pH 7.4,1.422,9.638378534580838,16.0,cstA,A,4.0,7410,13.0,8A,
4-8A,10.0,M9 20 mM glucose pH 7.4,1.421,14.961420201247504,20.0,cstA,A,4.0,7302,13.0,8A,
4-8B,1.0,M9 20 mM glucose pH 7.4,0.031,0.0807603278443113,4.0,cstA,B,4.0,6059,13.0,8B,
4-8B,2.0,M9 20 mM glucose pH 7.4,0.295,0.527426994510978,8.0,cstA,B,4.0,5743,13.0,8B,
4-8B,3.0,M9 20 mM glucose pH 7.4,0.793,1.5672603278443114,10.0,cstA,B,4.0,6459,13.0,8B,
4-8B,4.0,M9 20 mM glucose pH 7.4,1.026,2.5329269945109782,11.0,cstA,B,4.0,6231,13.0,8B,
4-8B,5.0,M9 20 mM glucose pH 7.4,1.296,3.690843661177645,12.0,cstA,B,4.0,6791,13.0,8B,
4-8B,6.0,M9 20 mM glucose pH 7.4,1.418,5.075593661177645,13.0,cstA,B,4.0,6887,13.0,8B,
4-8B,7.0,M9 20 mM glucose pH 7.4,1.467,6.524176994510977,14.0,cstA,B,4.0,7019,13.0,8B,
4-8B,8.0,M9 20 mM glucose pH 7.4,1.468,7.993593661177645,15.0,cstA,B,4.0,7162,13.0,8B,
4-8B,9.0,M9 20 mM glucose pH 7.4,1.471,9.462926994510978,16.0,cstA,B,4.0,7606,13.0,8B,
4-8B,10.0,M9 20 mM glucose pH 7.4,1.327,15.143593661177649,20.0,cstA,B,4.0,7514,13.0,8B,
4-8C,1.0,M9 20 mM glucose pH 7.4,0.034,0.0819165060379241,4.0,cstA,C,4.0,5783,13.0,8C,
4-8C,2.0,M9 20 mM glucose pH 7.4,0.31,0.5432498393712575,8.0,cstA,C,4.0,5935,13.0,8C,
4-8C,3.0,M9 20 mM glucose pH 7.4,0.803,1.6112498393712575,10.0,cstA,C,4.0,6387,13.0,8C,
4-8C,4.0,M9 20 mM glucose pH 7.4,1.044,2.5824998393712573,11.0,cstA,C,4.0,6351,13.0,8C,
4-8C,5.0,M9 20 mM glucose pH 7.4,1.313,3.758666506037924,12.0,cstA,C,4.0,6775,13.0,8C,
4-8C,6.0,M9 20 mM glucose pH 7.4,1.415,5.15283317270459,13.0,cstA,C,4.0,6727,13.0,8C,
4-8C,7.0,M9 20 mM glucose pH 7.4,1.469,6.598833172704591,14.0,cstA,C,4.0,6931,13.0,8C,
4-8C,8.0,M9 20 mM glucose pH 7.4,1.487,8.078833172704591,15.0,cstA,C,4.0,7182,13.0,8C,
4-8C,9.0,M9 20 mM glucose pH 7.4,1.49,9.568583172704592,16.0,cstA,C,4.0,7362,13.0,8C,
4-8C,10.0,M9 20 mM glucose pH 7.4,1.435,15.453624839371258,20.0,cstA,C,4.0,7398,13.0,8C,
4-9A,1.0,M9 20 mM glucose pH 7.4,0.037,0.0894782993013972,4.0,nupG,A,4.0,6015,12.0,9A,
4-9A,2.0,M9 20 mM glucose pH 7.4,0.311,0.5668116326347304,8.0,nupG,A,4.0,5791,12.0,9A,
4-9A,3.0,M9 20 mM glucose pH 7.4,0.827,1.65531163263473,10.0,nupG,A,4.0,6267,12.0,9A,
4-9A,4.0,M9 20 mM glucose pH 7.4,1.079,2.66081163263473,11.0,nupG,A,4.0,6191,12.0,9A,
4-9A,5.0,M9 20 mM glucose pH 7.4,1.363,3.879144965968063,12.0,nupG,A,4.0,6863,12.0,9A,
4-9A,6.0,M9 20 mM glucose pH 7.4,1.483,5.332144965968063,13.0,nupG,A,4.0,6735,12.0,9A,
4-9A,7.0,M9 20 mM glucose pH 7.4,1.551,6.853478299301397,14.0,nupG,A,4.0,6971,12.0,9A,
4-9A,8.0,M9 20 mM glucose pH 7.4,1.528,8.40381163263473,15.0,nupG,A,4.0,7047,12.0,9A,
4-9A,9.0,M9 20 mM glucose pH 7.4,1.506,9.920728299301397,16.0,nupG,A,4.0,7390,12.0,9A,
4-9A,10.0,M9 20 mM glucose pH 7.4,1.433,15.790686632634731,20.0,nupG,A,4.0,7450,12.0,9A,
4-9B,1.0,M9 20 mM glucose pH 7.4,0.033,0.0807131159680638,4.0,nupG,B,4.0,6043,12.0,9B,
4-9B,2.0,M9 20 mM glucose pH 7.4,0.321,0.5647131159680638,8.0,nupG,B,4.0,5927,12.0,9B,
4-9B,3.0,M9 20 mM glucose pH 7.4,0.845,1.6813797826347303,10.0,nupG,B,4.0,6431,12.0,9B,
4-9B,4.0,M9 20 mM glucose pH 7.4,1.1,2.7067131159680637,11.0,nupG,B,4.0,6167,12.0,9B,
4-9B,5.0,M9 20 mM glucose pH 7.4,1.371,3.9408797826347306,12.0,nupG,B,4.0,6567,12.0,9B,
4-9B,6.0,M9 20 mM glucose pH 7.4,1.48,5.394713115968063,13.0,nupG,B,4.0,6615,12.0,9B,
4-9B,7.0,M9 20 mM glucose pH 7.4,1.557,6.91587978263473,14.0,nupG,B,4.0,7282,12.0,9B,
4-9B,8.0,M9 20 mM glucose pH 7.4,1.53,8.474046449301396,15.0,nupG,B,4.0,6995,12.0,9B,
4-9B,9.0,M9 20 mM glucose pH 7.4,1.502,9.990129782634728,16.0,nupG,B,4.0,7490,12.0,9B,
4-9B,10.0,M9 20 mM glucose pH 7.4,1.425,15.82508811596806,20.0,nupG,B,4.0,7358,12.0,9B,
4-9C,1.0,M9 20 mM glucose pH 7.4,0.041,0.0888804592315369,4.0,nupG,C,4.0,6051,12.0,9C,
4-9C,2.0,M9 20 mM glucose pH 7.4,0.317,0.5622137925648703,8.0,nupG,C,4.0,5959,12.0,9C,
4-9C,3.0,M9 20 mM glucose pH 7.4,0.824,1.656880459231537,10.0,nupG,C,4.0,6311,12.0,9C,
4-9C,4.0,M9 20 mM glucose pH 7.4,1.067,2.65396379256487,11.0,nupG,C,4.0,6367,12.0,9C,
4-9C,5.0,M9 20 mM glucose pH 7.4,1.356,3.861630459231536,12.0,nupG,C,4.0,6711,12.0,9C,
4-9C,6.0,M9 20 mM glucose pH 7.4,1.465,5.30596379256487,13.0,nupG,C,4.0,6535,12.0,9C,
4-9C,7.0,M9 20 mM glucose pH 7.4,1.542,6.812130459231536,14.0,nupG,C,4.0,7238,12.0,9C,
4-9C,8.0,M9 20 mM glucose pH 7.4,1.534,8.361630459231536,15.0,nupG,C,4.0,7135,12.0,9C,
4-9C,9.0,M9 20 mM glucose pH 7.4,1.509,9.884547125898203,16.0,nupG,C,4.0,7638,12.0,9C,
4-9C,10.0,M9 20 mM glucose pH 7.4,1.415,15.727880459231535,20.0,nupG,C,4.0,7646,12.0,9C,
5-0A,1.0,M9 20 mM glucose pH 7.4,0.038,0.0887058778443113,4.0,WT,A,5.0,10169,12.0,0A,B10
5-0A,2.0,M9 20 mM glucose pH 7.4,0.344,0.655372544510978,8.0,WT,A,5.0,10281,12.0,0A,B10
5-0A,3.0,M9 20 mM glucose pH 7.4,0.813,1.7720392111776446,10.0,WT,A,5.0,10682,12.0,0A,B10
5-0A,4.0,M9 20 mM glucose pH 7.4,1.039,2.742622544510978,11.0,WT,A,5.0,11005,12.0,0A,B10
5-0A,5.0,M9 20 mM glucose pH 7.4,1.25,3.888372544510978,12.0,WT,A,5.0,11328,12.0,0A,B10
5-0A,6.0,M9 20 mM glucose pH 7.4,1.372,5.212955877844311,13.0,WT,A,5.0,11488,12.0,0A,B10
5-0A,7.0,M9 20 mM glucose pH 7.4,1.393,6.603872544510978,14.0,WT,A,5.0,11651,12.0,0A,B10
5-0A,8.0,M9 20 mM glucose pH 7.4,1.382,7.988289211177644,15.0,WT,A,5.0,12031,12.0,0A,B10
5-0A,9.0,M9 20 mM glucose pH 7.4,1.361,9.360622544510978,16.0,WT,A,5.0,12159,12.0,0A,B10
5-0A,10.0,M9 20 mM glucose pH 7.4,1.259,14.609539211177644,20.0,WT,A,5.0,12654,12.0,0A,B10
5-0B,1.0,M9 20 mM glucose pH 7.4,0.037,0.0845450794411177,4.0,WT,B,5.0,10265,12.0,0B,B11
5-0B,2.0,M9 20 mM glucose pH 7.4,0.292,0.5945450794411177,8.0,WT,B,5.0,10289,12.0,0B,B11
5-0B,3.0,M9 20 mM glucose pH 7.4,0.732,1.5757117461077843,10.0,WT,B,5.0,10694,12.0,0B,B11
5-0B,4.0,M9 20 mM glucose pH 7.4,0.95,2.460545079441118,11.0,WT,B,5.0,10926,12.0,0B,B11
5-0B,5.0,M9 20 mM glucose pH 7.4,1.178,3.5237117461077845,12.0,WT,B,5.0,11244,12.0,0B,B11
5-0B,6.0,M9 20 mM glucose pH 7.4,1.328,4.790545079441118,13.0,WT,B,5.0,11584,12.0,0B,B11
5-0B,7.0,M9 20 mM glucose pH 7.4,1.36,6.144378412774452,14.0,WT,B,5.0,11695,12.0,0B,B11
5-0B,8.0,M9 20 mM glucose pH 7.4,1.35,7.496545079441118,15.0,WT,B,5.0,11995,12.0,0B,B11
5-0B,9.0,M9 20 mM glucose pH 7.4,1.305,8.826961746107784,16.0,WT,B,5.0,12250,12.0,0B,B11
5-0B,10.0,M9 20 mM glucose pH 7.4,1.222,13.825503412774452,20.0,WT,B,5.0,12587,12.0,0B,B11
5-0C,1.0,M9 20 mM glucose pH 7.4,0.039,0.0904126842315369,4.0,WT,C,5.0,10069,12.0,0C,B12
5-0C,2.0,M9 20 mM glucose pH 7.4,0.321,0.634412684231537,8.0,WT,C,5.0,10301,12.0,0C,B12
5-0C,3.0,M9 20 mM glucose pH 7.4,0.778,1.6917460175648704,10.0,WT,C,5.0,10718,12.0,0C,B12
5-0C,4.0,M9 20 mM glucose pH 7.4,0.995,2.625662684231538,11.0,WT,C,5.0,10930,12.0,0C,B12
5-0C,5.0,M9 20 mM glucose pH 7.4,1.215,3.7304126842315375,12.0,WT,C,5.0,11171,12.0,0C,B12
5-0C,6.0,M9 20 mM glucose pH 7.4,1.375,5.0356626842315375,13.0,WT,C,5.0,11428,12.0,0C,B12
5-0C,7.0,M9 20 mM glucose pH 7.4,1.394,6.431912684231538,14.0,WT,C,5.0,11663,12.0,0C,B12
5-0C,8.0,M9 20 mM glucose pH 7.4,1.385,7.814329350898204,15.0,WT,C,5.0,12091,12.0,0C,B12
5-0C,9.0,M9 20 mM glucose pH 7.4,1.386,9.19899601756487,16.0,WT,C,5.0,12207,12.0,0C,B12
5-0C,10.0,M9 20 mM glucose pH 7.4,1.271,14.578287684231537,20.0,WT,C,5.0,12583,12.0,0C,B12
5-0D,1.0,M9 20 mM glucose pH 7.4,0.039,0.0879460743013972,4.0,WT,D,5.0,10137,12.0,0D,D10
5-0D,2.0,M9 20 mM glucose pH 7.4,0.338,0.6059460743013972,8.0,WT,D,5.0,10433,12.0,0D,D10
5-0D,3.0,M9 20 mM glucose pH 7.4,0.733,1.6507794076347309,10.0,WT,D,5.0,10663,12.0,0D,D10
5-0D,4.0,M9 20 mM glucose pH 7.4,0.994,2.508696074301397,11.0,WT,D,5.0,10981,12.0,0D,D10
5-0D,5.0,M9 20 mM glucose pH 7.4,1.226,3.621112740968064,12.0,WT,D,5.0,11252,12.0,0D,D10
5-0D,6.0,M9 20 mM glucose pH 7.4,1.373,4.932362740968063,13.0,WT,D,5.0,11612,12.0,0D,D10
5-0D,7.0,M9 20 mM glucose pH 7.4,1.401,6.32927940763473,14.0,WT,D,5.0,11795,12.0,0D,D10
5-0D,8.0,M9 20 mM glucose pH 7.4,1.399,7.724362740968063,15.0,WT,D,5.0,11917,12.0,0D,D10
5-0D,9.0,M9 20 mM glucose pH 7.4,1.377,9.11402940763473,16.0,WT,D,5.0,12262,12.0,0D,D10
5-0D,10.0,M9 20 mM glucose pH 7.4,1.378,14.57415440763473,20.0,WT,D,5.0,12527,12.0,0D,D10
5-0E,1.0,M9 20 mM glucose pH 7.4,0.039,0.0879460743013972,4.0,WT,E,5.0,10121,12.0,0E,D11
5-0E,2.0,M9 20 mM glucose pH 7.4,0.307,0.5772794076347305,8.0,WT,E,5.0,10517,12.0,0E,D11
5-0E,3.0,M9 20 mM glucose pH 7.4,0.69,1.5454460743013971,10.0,WT,E,5.0,10631,12.0,0E,D11
5-0E,4.0,M9 20 mM glucose pH 7.4,0.932,2.3600294076347303,11.0,WT,E,5.0,11045,12.0,0E,D11
5-0E,5.0,M9 20 mM glucose pH 7.4,1.176,3.4138627409680637,12.0,WT,E,5.0,11125,12.0,0E,D11
5-0E,6.0,M9 20 mM glucose pH 7.4,1.278,4.664696074301396,13.0,WT,E,5.0,11432,12.0,0E,D11
5-0E,7.0,M9 20 mM glucose pH 7.4,1.342,5.977862740968063,14.0,WT,E,5.0,11779,12.0,0E,D11
5-0E,8.0,M9 20 mM glucose pH 7.4,1.322,7.320696074301397,15.0,WT,E,5.0,11953,12.0,0E,D11
5-0E,9.0,M9 20 mM glucose pH 7.4,1.3,8.631862740968064,16.0,WT,E,5.0,12211,12.0,0E,D11
5-0E,10.0,M9 20 mM glucose pH 7.4,1.276,13.74902940763473,20.0,WT,E,5.0,12469,12.0,0E,D11
5-0F,1.0,M9 20 mM glucose pH 7.4,0.039,0.0874552758982036,4.0,WT,F,5.0,10041,12.0,0F,D12
5-0F,2.0,M9 20 mM glucose pH 7.4,0.281,0.5567886092315368,8.0,WT,F,5.0,10381,12.0,0F,D12
5-0F,3.0,M9 20 mM glucose pH 7.4,0.644,1.45212194256487,10.0,WT,F,5.0,10635,12.0,0F,D12
5-0F,4.0,M9 20 mM glucose pH 7.4,0.866,2.216538609231537,11.0,WT,F,5.0,10946,12.0,0F,D12
5-0F,5.0,M9 20 mM glucose pH 7.4,1.119,3.206455275898204,12.0,WT,F,5.0,11101,12.0,0F,D12
5-0F,6.0,M9 20 mM glucose pH 7.4,1.27,4.420538609231537,13.0,WT,F,5.0,11592,12.0,0F,D12
5-0F,7.0,M9 20 mM glucose pH 7.4,1.325,5.726038609231537,14.0,WT,F,5.0,11827,12.0,0F,D12
5-0F,8.0,M9 20 mM glucose pH 7.4,1.32,7.050538609231537,15.0,WT,F,5.0,11949,12.0,0F,D12
5-0F,9.0,M9 20 mM glucose pH 7.4,1.305,8.36387194256487,16.0,WT,F,5.0,12442,12.0,0F,D12
5-0F,10.0,M9 20 mM glucose pH 7.4,1.206,13.406163609231536,20.0,WT,F,5.0,12611,12.0,0F,D12
5-10A,1.0,M9 20 mM glucose pH 7.4,0.044,0.0984180640219561,4.0,ansP,A,5.0,10081,12.0,10A,C7
5-10A,2.0,M9 20 mM glucose pH 7.4,0.263,0.5590847306886227,8.0,ansP,A,5.0,10325,12.0,10A,C7
5-10A,3.0,M9 20 mM glucose pH 7.4,0.61,1.4020847306886228,10.0,ansP,A,5.0,10565,12.0,10A,C7
5-10A,4.0,M9 20 mM glucose pH 7.4,0.829,2.128834730688623,11.0,ansP,A,5.0,11053,12.0,10A,C7
5-10A,5.0,M9 20 mM glucose pH 7.4,1.094,3.0865013973552893,12.0,ansP,A,5.0,11097,12.0,10A,C7
5-10A,6.0,M9 20 mM glucose pH 7.4,1.239,4.2768347306886225,13.0,ansP,A,5.0,11420,12.0,10A,C7
5-10A,7.0,M9 20 mM glucose pH 7.4,1.293,5.550418064021956,14.0,ansP,A,5.0,11743,12.0,10A,C7
5-10A,8.0,M9 20 mM glucose pH 7.4,1.287,6.842834730688622,15.0,ansP,A,5.0,11887,12.0,10A,C7
5-10A,9.0,M9 20 mM glucose pH 7.4,1.264,8.119751397355289,16.0,ansP,A,5.0,12199,12.0,10A,C7
5-10A,10.0,M9 20 mM glucose pH 7.4,1.14,12.943668064021956,20.0,ansP,A,5.0,12615,12.0,10A,C7
5-10B,1.0,M9 20 mM glucose pH 7.4,0.04,0.0980343072854291,4.0,ansP,B,5.0,10105,12.0,10B,C8
5-10B,2.0,M9 20 mM glucose pH 7.4,0.266,0.5367009739520957,8.0,ansP,B,5.0,10445,12.0,10B,C8
5-10B,3.0,M9 20 mM glucose pH 7.4,0.615,1.3892009739520956,10.0,ansP,B,5.0,10545,12.0,10B,C8
5-10B,4.0,M9 20 mM glucose pH 7.4,0.838,2.1199509739520956,11.0,ansP,B,5.0,10938,12.0,10B,C8
5-10B,5.0,M9 20 mM glucose pH 7.4,1.109,3.0894509739520957,12.0,ansP,B,5.0,11200,12.0,10B,C8
5-10B,6.0,M9 20 mM glucose pH 7.4,1.247,4.293617640618763,13.0,ansP,B,5.0,11496,12.0,10B,C8
5-10B,7.0,M9 20 mM glucose pH 7.4,1.308,5.577534307285429,14.0,ansP,B,5.0,11723,12.0,10B,C8
5-10B,8.0,M9 20 mM glucose pH 7.4,1.302,6.887284307285429,15.0,ansP,B,5.0,12131,12.0,10B,C8
5-10B,9.0,M9 20 mM glucose pH 7.4,1.283,8.180867640618763,16.0,ansP,B,5.0,12446,12.0,10B,C8
5-10B,10.0,M9 20 mM glucose pH 7.4,1.167,13.101450973952096,20.0,ansP,B,5.0,12623,12.0,10B,C8
5-10C,1.0,M9 20 mM glucose pH 7.4,0.042,0.0989560743013972,4.0,ansP,C,5.0,10245,12.0,10C,C9
5-10C,2.0,M9 20 mM glucose pH 7.4,0.295,0.5689560743013972,8.0,ansP,C,5.0,10369,12.0,10C,C9
5-10C,3.0,M9 20 mM glucose pH 7.4,0.645,1.4844560743013973,10.0,ansP,C,5.0,10678,12.0,10C,C9
5-10C,4.0,M9 20 mM glucose pH 7.4,0.882,2.241456074301397,11.0,ansP,C,5.0,10862,12.0,10C,C9
5-10C,5.0,M9 20 mM glucose pH 7.4,1.163,3.26028940763473,12.0,ansP,C,5.0,11129,12.0,10C,C9
5-10C,6.0,M9 20 mM glucose pH 7.4,1.311,4.523122740968063,13.0,ansP,C,5.0,11408,12.0,10C,C9
5-10C,7.0,M9 20 mM glucose pH 7.4,1.379,5.874789407634729,14.0,ansP,C,5.0,11875,12.0,10C,C9
5-10C,8.0,M9 20 mM glucose pH 7.4,1.381,7.2591227409680625,15.0,ansP,C,5.0,11933,12.0,10C,C9
5-10C,9.0,M9 20 mM glucose pH 7.4,1.373,8.636956074301395,16.0,ansP,C,5.0,12458,12.0,10C,C9
5-10C,10.0,M9 20 mM glucose pH 7.4,1.369,14.104956074301397,20.0,ansP,C,5.0,12561,12.0,10C,C9
5-11A,1.0,M9 20 mM glucose pH 7.4,0.035,0.0831198961077844,4.0,glpT,A,5.0,10045,13.0,11A,C10
5-11A,2.0,M9 20 mM glucose pH 7.4,0.206,0.4464532294411177,8.0,glpT,A,5.0,10453,13.0,11A,C10
5-11A,3.0,M9 20 mM glucose pH 7.4,0.494,1.1201198961077845,10.0,glpT,A,5.0,10734,13.0,11A,C10
5-11A,4.0,M9 20 mM glucose pH 7.4,0.679,1.7124532294411177,11.0,glpT,A,5.0,11025,13.0,11A,C10
5-11A,5.0,M9 20 mM glucose pH 7.4,0.902,2.499786562774451,12.0,glpT,A,5.0,11280,13.0,11A,C10
5-11A,6.0,M9 20 mM glucose pH 7.4,1.043,3.489119896107784,13.0,glpT,A,5.0,11412,13.0,11A,C10
5-11A,7.0,M9 20 mM glucose pH 7.4,1.144,4.585953229441118,14.0,glpT,A,5.0,11819,13.0,11A,C10
5-11A,8.0,M9 20 mM glucose pH 7.4,1.163,5.74978656277445,15.0,glpT,A,5.0,12059,13.0,11A,C10
5-11A,9.0,M9 20 mM glucose pH 7.4,1.155,6.91103656277445,16.0,glpT,A,5.0,12195,13.0,11A,C10
5-11A,10.0,M9 20 mM glucose pH 7.4,1.072,11.39041156277445,20.0,glpT,A,5.0,12565,13.0,11A,C10
5-11B,1.0,M9 20 mM glucose pH 7.4,0.034,0.0789590977045908,4.0,glpT,B,5.0,10109,13.0,11B,C11
5-11B,2.0,M9 20 mM glucose pH 7.4,0.21,0.4416257643712574,8.0,glpT,B,5.0,10497,13.0,11B,C11
